id,medium_id,substance_id,substance_name,amount,unit_id,units,note,synonym
571,Gauze's medium #1,N4L.m_p:00004,"Potassium phosphate, dibasic",0.5,UO_0000021,g,per liter of tap water,
572,Gauze's medium #1,CHEBI:32599,#NAME?,0.5,UO_0000021,g,per liter of tap water,
573,Gauze's medium #1,CHEBI:26710,#NAME?,0.5,UO_0000021,g,per liter of tap water,
574,Gauze's medium #1,N4L.m_p:00014,FeSO4 7H2O,0.01,UO_0000021,g,per liter of tap water,
575,DNase agar,N4L.m_p:00020,Tryptose,20,UO_0000021,g,,
576,DNase agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
577,DNase agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
578,DNase agar,CHEBI:16991,#NAME?,2,UO_0000021,g,,
579,tap water agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,per liter of tap water ,
580,bile esculin agar,N4L.m_p:00026,Oxgall,40,UO_0000021,g,20g in Atlas (Oxoid),
581,bile esculin agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
582,bile esculin agar,N4L.m_p:00010,Pancreatic digest of gelatin (peptone G),5,UO_0000021,g,,
583,bile esculin agar,N4L.m_p:00015,Beef extract,3,UO_0000021,g,,
584,bile esculin agar,CHEBI:4853,#NAME?,1,UO_0000021,g,,
585,bile esculin agar,N4L.m_p:00027,Ferric citrate,0.5,UO_0000021,g,,
586,bile esculin agar,N4L.m_p:00047,Horse serum,50,UO_0000022,mg,addition is optional,
587,bile esculin azide agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),17,UO_0000021,g,,
588,bile esculin azide agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
589,bile esculin azide agar,N4L.m_p:00026,Oxgall,10,UO_0000021,g,,
590,bile esculin azide agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
591,bile esculin azide agar,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
592,bile esculin azide agar,N4L.m_p:00037,Proteose peptone number 3,3,UO_0000021,g,,
593,bile esculin azide agar,CHEBI:4853,#NAME?,1,UO_0000021,g,,
594,bile esculin azide agar,CHEBI:31604,#NAME?,0.5,UO_0000021,g,,
595,bile esculin azide agar,CHEBI:278547,#NAME?,0.15,UO_0000021,g,,
596,brucella agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
597,brucella agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
598,brucella agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,peptamin in Difco,
599,brucella agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
600,brucella agar,N4L.m_p:00006,Yeast extract,2,UO_0000021,g,,
601,brucella agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
602,brucella agar,CHEBI:26709,#NAME?,0.1,UO_0000021,g,,
603,brucella agar with or without blood,N4L.m_p:00033,Defibrinated horse blood,100,UO_0000098,mL,added as needed,
604,Charcoal agar,N4L.m_p:00030,Beef heart infusion,500,UO_0000021,g,,
605,Charcoal agar,N4L.m_p:00001,Bacto™ agar,18,UO_0000021,g,,
606,Charcoal agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,,
607,Charcoal agar,N4L.m_p:00009,Soluble starch,10,UO_0000021,g,,
608,Charcoal agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
609,Charcoal agar,N4L.m_p:00049,Activated carbon,4,UO_0000021,g,"activated carbon (activated charcoal, acid-washed)",
610,Charcoal agar,N4L.m_p:00006,Yeast extract,3.5,UO_0000021,g,,
611,actinomyces broth,N4L.m_p:00004,"Potassium phosphate, dibasic",13,UO_0000021,g,,
612,actinomyces broth,N4L.m_p:00062,heart infusion solids,10,UO_0000021,g,,
613,actinomyces broth,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,,
614,actinomyces broth,CHEBI:17634,#NAME?,5,UO_0000021,g,,
615,actinomyces broth,N4L.m_p:00006,Yeast extract,5,UO_0000021,g,,
616,actinomyces broth,CHEBI:26710,#NAME?,5,UO_0000021,g,,
617,actinomyces broth,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),4,UO_0000021,g,,
618,actinomyces broth,CHEBI:63036,#NAME?,2,UO_0000021,g,,
619,actinomyces broth,CHEBI:62946,#NAME?,1,UO_0000021,g,,
620,actinomyces broth,CHEBI:17561,#NAME?,1,UO_0000021,g,As L-cysteine HCL H2O,
621,actinomyces broth,N4L.m_p:00009,Soluble starch,1,UO_0000021,g,,
622,actinomyces broth,CHEBI:32599,#NAME?,0.2,UO_0000021,g,,
623,actinomyces broth,CHEBI:3312,#NAME?,0.01,UO_0000021,g,as CaCl2 2H2O,
624,rabbit blood agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),16,UO_0000021,g,,
625,rabbit blood agar,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
626,rabbit blood agar,N4L.m_p:00051,Brain-heart infusion solids,8,UO_0000021,g,,
627,rabbit blood agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
628,rabbit blood agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
629,rabbit blood agar,CHEBI:17634,#NAME?,2,UO_0000021,g,,
630,rabbit blood agar,CHEBI:34683,#NAME?,2.5,UO_0000021,g,,
631,rabbit blood agar,N4L.m_p:00032,Defibrinated rabbit blood,250,UO_0000098,mL,,
632,rabbit laked blood agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
633,rabbit laked blood agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
634,rabbit laked blood agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,,
635,rabbit laked blood agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
636,rabbit laked blood agar,N4L.m_p:00006,Yeast extract,2,UO_0000021,g,,
637,rabbit laked blood agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
638,rabbit laked blood agar,CHEBI:26709,#NAME?,0.1,UO_0000021,g,,
639,rabbit laked blood agar,10.1601/mixture.exemplar.22,Err:504,1,UO_0000098,mL,,
640,rabbit laked blood agar,10.1601/mixture.exemplar.52,Err:504,1,UO_0000098,mL,,
641,rabbit laked blood agar,N4L.m_p:00063,laked rabbit blood,50,UO_0000098,mL,N4L.m_p:00055 for laked sheep. Laked blood is prepared by freezing whole blood overnight and thawing to room temperature.,
642,neomycin agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
643,neomycin agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),6,UO_0000021,g,,
644,neomycin agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),4,UO_0000021,g,,
645,neomycin agar,N4L.m_p:00006,Yeast extract,3,UO_0000021,g,,
646,neomycin agar,N4L.m_p:00015,Beef extract,1.5,UO_0000021,g,,
647,neomycin agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
648,neomycin agar,10.1601/mixture.exemplar.39,Err:504,10,UO_0000098,mL,,
649,tomato juice agar,N4L.m_p:00001,Bacto™ agar,11,UO_0000021,g,,
650,tomato juice agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
651,tomato juice agar,N4L.m_p:00006,Yeast extract,10,UO_0000021,g,,
652,tomato juice agar,N4L.m_p:00043,Tomato juice,200,UO_0000098,mL,to be filtered,
653,tomato juice medium,CHEBI:53426,#NAME?,1,UO_0000098,mL,,
654,tomato juice medium,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
655,tomato juice medium,N4L.m_p:00006,Yeast extract,10,UO_0000021,g,,
656,tomato juice medium,N4L.m_p:00043,Tomato juice,200,UO_0000098,mL,to be filtered,
657,tomato juice broth,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
658,tomato juice broth,N4L.m_p:00006,Yeast extract,10,UO_0000021,g,,
659,tomato juice broth,N4L.m_p:00043,Tomato juice,200,UO_0000098,mL,to be filtered,
660,Bordet-Gengou base,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,omit for broth base,
661,Bordet-Gengou base,CHEBI:26710,#NAME?,5.5,UO_0000021,g,,
662,Bordet-Gengou base,N4L.m_p:00044,Potato infusion,125,UO_0000021,g,preparation: Cut and boil 125 g of potato. Filter potato broth through cheesecloth and disregard remaining potato.,
663,Bordet-Gengou agar,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
664,Bordet-Gengou agar,N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,addition only if used for the production of mass culture (atcc includes difco and BD do not),
665,Bordet-Gengou agar,CHEBI:17754,#NAME?,10,UO_0000021,g,,
666,Bordet-Gengou agar,CHEBI:26710,#NAME?,5.5,UO_0000021,g,,
667,Bordet-Gengou agar,N4L.m_p:00044,Potato infusion,125,UO_0000021,g,or 4.5 g of solids from potato infusion,
668,Bordet-Gengou agar,N4L.m_p:00032,Defibrinated rabbit blood,150,UO_0000098,mL,(to a 15% concentration),
669,Bordet-Gengou broth,N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,addition only if used for the production of mass culture (atcc includes difco and BD do not),
670,Bordet-Gengou broth,CHEBI:17754,#NAME?,10,UO_0000021,g,,
671,Bordet-Gengou broth,CHEBI:26710,#NAME?,5.5,UO_0000021,g,,
672,Bordet-Gengou broth,N4L.m_p:00044,Potato infusion,125,UO_0000021,g,or 4.5 g of solids from potato infusion,
673,Bordet-Gengou broth,N4L.m_p:00032,Defibrinated rabbit blood,150,UO_0000098,mL,(to a 15% concentration),
674,Bordet-Gengou agar (alternate),N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
675,Bordet-Gengou agar (alternate),N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,,
676,Bordet-Gengou agar (alternate),CHEBI:17754,#NAME?,10,UO_0000021,g,,
677,Bordet-Gengou agar (alternate),CHEBI:26710,#NAME?,5.5,UO_0000021,g,,
678,Bordet-Gengou agar (alternate),N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5,UO_0000021,g,,
679,Bordet-Gengou agar (alternate),N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
680,Bordet-Gengou agar (alternate),N4L.m_p:00044,Potato infusion,125,UO_0000021,g,or 4.5 g of solids from potato infusion,
681,Bordet-Gengou agar (alternate),N4L.m_p:00032,Defibrinated rabbit blood,150,UO_0000098,mL,(to a 15% concentration),
682,Chocolate agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
683,Chocolate agar,N4L.m_p:00064,pantone,10,UO_0000021,g,,
684,Chocolate agar,N4L.m_p:00065,bitone,10,UO_0000021,g,,
685,Chocolate agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
686,Chocolate agar,N4L.m_p:00060,tryptic digest of beef heart,3,UO_0000021,g,,
687,Chocolate agar,N4L.m_p:00035,Starch from corn,1,UO_0000021,g,,
688,Chocolate agar,N4L.m_p:00031,Defibrinated sheep blood,100,UO_0000098,mL,(to a 10% concentration),
689,Chocolate agar,N4L.m_p:00039,Supplement B Difco,10,UO_0000098,mL,,
690,Chocolate II agar,N4L.m_p:00001,Bacto™ agar,12,UO_0000021,g,,
691,Chocolate II agar,CHEBI:35143,#NAME?,10,UO_0000021,g,,
692,Chocolate II agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),7.5,UO_0000021,g,,
693,Chocolate II agar,N4L.m_p:00066,select meat peptone,7.5,UO_0000021,g,,
694,Chocolate II agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
695,Chocolate II agar,N4L.m_p:00004,"Potassium phosphate, dibasic",4,UO_0000021,g,,
696,Chocolate II agar,N4L.m_p:00035,Starch from corn,1,UO_0000021,g,,
697,Chocolate II agar,CHEBI:63036,#NAME?,1,UO_0000021,g,,
698,King's medium A (base),N4L.m_p:00036,Proteose peptone,20,UO_0000021,g,,
699,King's medium A (base),N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
700,King's medium A (base),CHEBI:17754,#NAME?,10,UO_0000021,g,10 mL in HIMEDIA,
701,King's medium A (base),CHEBI:32036,#NAME?,10,UO_0000021,g,,
702,King's medium A (base),CHEBI:6636,#NAME?,3.5,UO_0000021,g,"as MgCl2 6H2O, OR 1.64 g anhydrous in HIMEDIA",
703,King's medium B (base),N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
704,King's medium B (base),N4L.m_p:00037,Proteose peptone number 3,20,UO_0000021,g,Proteose peptone In HIMEDIA,
705,King's medium B (base),N4L.m_p:00004,"Potassium phosphate, dibasic",1.5,UO_0000021,g,anhydrous,
706,King's medium B (base),CHEBI:31795,#NAME?,1.5,UO_0000021,g,,
707,King's medium B (base),CHEBI:17754,#NAME?,15,UO_0000098,mL,,
708,Leifson medium,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
709,Leifson medium,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),2,UO_0000021,g,,
710,Leifson medium,CHEBI:6636,#NAME?,1,UO_0000021,g,,
711,Leifson medium,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
712,Hugh Leifson medium,CHEBI:17634,#NAME?,10,UO_0000021,g,,
713,Hugh Leifson medium,CHEBI:26710,#NAME?,5,UO_0000021,g,,
714,Hugh Leifson medium,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),2,UO_0000021,g,,
715,Hugh Leifson medium,N4L.m_p:00001,Bacto™ agar,2,UO_0000021,g,,
716,Hugh Leifson medium,N4L.m_p:00004,"Potassium phosphate, dibasic",0.3,UO_0000021,g,,
717,Hugh Leifson medium,N4L.m_p:00019,Bromothymol blue,0.05,UO_0000021,g,,
718,Emerson agar,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
719,Emerson agar,CHEBI:17634,#NAME?,10,UO_0000021,g,,
720,Emerson agar,N4L.m_p:00015,Beef extract,4,UO_0000021,g,,
721,Emerson agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),4,UO_0000021,g,,
722,Emerson agar,CHEBI:26710,#NAME?,2.5,UO_0000021,g,,
723,Emerson agar,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
724,Petragnani medium base,N4L.m_p:00040,Skim milk powder,100,UO_0000021,g,,
725,Petragnani medium base,N4L.m_p:00046,Potato flour,36.4,UO_0000021,g,,
726,Petragnani medium base,CHEBI:17196,#NAME?,5.1,UO_0000021,g,,
727,Petragnani medium base,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5.1,UO_0000021,g,,
728,Petragnani medium base,CHEBI:72449,#NAME?,1.2,UO_0000021,g,,
729,Petragnani medium,N4L.m_p:00040,Skim milk powder,100,UO_0000021,g,per 940 mL,
730,Petragnani medium,N4L.m_p:00046,Potato flour,36.4,UO_0000021,g,per 940 mL,
731,Petragnani medium,CHEBI:17196,#NAME?,5.1,UO_0000021,g,per 940 mL,
732,Petragnani medium,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),5.1,UO_0000021,g,per 940 mL,
733,Petragnani medium,CHEBI:72449,#NAME?,1.2,UO_0000021,g,per 940 mL,
734,Petragnani medium,CHEBI:17754,#NAME?,60,UO_0000098,mL,per 940 mL to bring to one liter ,
735,Petragnani medium,N4L.m_p:00054,Whole eggs,1277,UO_0000098,mL,add to original liter base. Preparation: Scrub egg shells with soap. Let stand in a soap solution for 30 min. Rinse in running water. Soak eggs in 70% ethanol for 15 min. Break the eggs into a sterile container. Homogenize by shaking. Filter through four layers of sterile cheesecloth into a sterile graduated cylinder. Measure out 1277 mL. Add separated egg yolks to another sterile container. measure out 121 mL. Aseptically add homogenized whole egg and egg yolk to cooled sterile basal medium.,
736,Petragnani medium,N4L.m_p:00053,Egg yolks from chicken,121,UO_0000098,mL,"add to original liter base, see whole eggs for preparation instructions.",
737,CY agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
738,CY agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),3,UO_0000021,g,,
739,CY agar,CHEBI:3312,#NAME?,1.36,UO_0000021,g,as CaCl2 2H2O,
740,CY agar,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
741,CY agar with cyanocobalamin,CHEBI:17439,#NAME?,0.5,UO_0000022,mg,,
742,CY agar with cyanocobalamin,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
743,CY agar with cyanocobalamin,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),3,UO_0000021,g,,
744,CY agar with cyanocobalamin,CHEBI:3312,#NAME?,1.36,UO_0000021,g,as CaCl2 2H2O,
745,CY agar with cyanocobalamin,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
746,malt agar,N4L.m_p:00023,Malt extract,30,UO_0000021,g,,
747,malt agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
748,malt extract agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
749,malt extract agar,CHEBI:17306,#NAME?,12.75,UO_0000021,g,,
750,malt extract agar,N4L.m_p:00048,Dextrin,2.75,UO_0000021,g,,
751,malt extract agar,CHEBI:17754,#NAME?,2.35,UO_0000021,g,,
752,malt extract agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),0.78,UO_0000021,g,or pancreatic digest of gelatin,
753,malt extract broth,N4L.m_p:00023,Malt extract,6,UO_0000021,g,,
754,malt extract broth,CHEBI:17306,#NAME?,1.8,UO_0000021,g,,
755,malt extract broth,CHEBI:17634,#NAME?,6,UO_0000021,g,,
756,malt extract broth,N4L.m_p:00006,Yeast extract,1.2,UO_0000021,g,,
757,Yeast malt extract agar,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
758,Yeast malt extract agar,CHEBI:17634,#NAME?,10,UO_0000021,g,,
759,Yeast malt extract agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,(enzymatic digest of gelatin),
760,Yeast malt extract agar,N4L.m_p:00006,Yeast extract,3,UO_0000021,g,,
761,Yeast malt extract agar,N4L.m_p:00023,Malt extract,3,UO_0000021,g,,
762,Yeast malt extract broth,CHEBI:17634,#NAME?,10,UO_0000021,g,,
763,Yeast malt extract broth,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
764,Yeast malt extract broth,N4L.m_p:00006,Yeast extract,3,UO_0000021,g,,
765,Yeast malt extract broth,N4L.m_p:00023,Malt extract,3,UO_0000021,g,,
766,YMA medium,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
767,YMA medium,CHEBI:16899,#NAME?,10,UO_0000021,g,,
768,YMA medium,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
769,YMA medium,CHEBI:64220,#NAME?,0.5,UO_0000021,g,,
770,YMA medium,CHEBI:63036,#NAME?,0.5,UO_0000021,g,,
771,YMA medium,CHEBI:26710,#NAME?,50,UO_0000022,mg,,
772,YMA medium,10.1601/mixture.exemplar.47,Err:504,10,UO_0000098,mL,,
773,YMA medium,10.1601/mixture.exemplar.48,Err:504,1,UO_0000098,mL,,
774,YMA medium,10.1601/mixture.exemplar.49,Err:504,1,UO_0000098,mL,,
775,Lysozyme broth,10.1601/mixture.exemplar.25,Err:504,1,UO_0000099,L,combine to form 1005 mL solution,
776,Lysozyme broth,10.1601/mixture.exemplar.24,Err:504,5,UO_0000098,mL,combine to form 1005 mL solution,
777,ISP 6,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
778,ISP 6,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),15,UO_0000021,g,(peptone),
779,ISP 6,N4L.m_p:00004,"Potassium phosphate, dibasic",1,UO_0000021,g,,
780,ISP 6,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
781,ISP 6,CHEBI:31604,#NAME?,0.5,UO_0000021,g,,
782,ISP 6,N4L.m_p:00008,Sodium thiosulfate,0.08,UO_0000021,g,,
783,ISP 7,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
784,ISP 7,CHEBI:17754,#NAME?,15,UO_0000021,g,,
785,ISP 7,CHEBI:17895,#NAME?,0.5,UO_0000021,g,,
786,ISP 7,CHEBI:17196,#NAME?,1,UO_0000021,g,,
787,ISP 7,N4L.m_p:00004,"Potassium phosphate, dibasic",0.5,UO_0000021,g,,
788,ISP 7,CHEBI:31795,#NAME?,0.5,UO_0000021,g,,
789,ISP 7,CHEBI:26710,#NAME?,0.5,UO_0000021,g,,
790,ISP 7,N4L.m_p:00014,FeSO4 7H2O,0.01,UO_0000021,g,,
791,ISP 7,10.1601/mixture.exemplar.11,Err:504,1,UO_0000098,mL,,
792,ISP 8,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
793,ISP 8,N4L.m_p:00015,Beef extract,3,UO_0000021,g,,
794,ISP 8,CHEBI:63043,#NAME?,1,UO_0000021,g,,
795,ISP 9,N4L.m_p:00004,"Potassium phosphate, dibasic",5.65,UO_0000021,g,as K2HPO4 3H2O,
796,ISP 9,CHEBI:62946,#NAME?,2.64,UO_0000021,g,,
797,ISP 9,CHEBI:63036,#NAME?,2.38,UO_0000021,g,,
798,ISP 9,CHEBI:31795,#NAME?,1,UO_0000021,g,,
799,ISP 9,10.1601/mixture.exemplar.26,Err:504,100,UO_0000098,mL,,
800,ISP 9,10.1601/mixture.exemplar.27,Err:504,1,UO_0000098,mL,,
801,PYG medium,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,atcc formulation,
802,PYG medium,CHEBI:17634,#NAME?,3,UO_0000021,g,atcc formulation,
803,PYG medium,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),1.25,UO_0000021,g,atcc formulation,
804,PYG medium,N4L.m_p:00006,Yeast extract,1.25,UO_0000021,g,atcc formulation,
805,cystine heart agar,N4L.m_p:00030,Beef heart infusion,500,UO_0000021,g,,
806,cystine heart agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
807,cystine heart agar,CHEBI:17634,#NAME?,10,UO_0000021,g,,
808,cystine heart agar,N4L.m_p:00036,Proteose peptone,10,UO_0000021,g,,
809,cystine heart agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
810,cystine heart agar,CHEBI:16283,#NAME?,1,UO_0000021,g,,
811,cystine heart agar,10.1601/mixture.exemplar.35,Err:504,100,UO_0000098,mL,used only in enriched preparation,
812,Kligler iron agar,N4L.m_p:00001,Bacto™ agar,15,UO_0000021,g,,
813,Kligler iron agar,CHEBI:17716,#NAME?,20,UO_0000021,g,,
814,Kligler iron agar,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
815,Kligler iron agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),10,UO_0000021,g,,
816,Kligler iron agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
817,Kligler iron agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
818,Kligler iron agar,CHEBI:31604,#NAME?,0.5,UO_0000021,g,,
819,Kligler iron agar,N4L.m_p:00008,Sodium thiosulfate,0.5,UO_0000021,g,,
820,Kligler iron agar,CHEBI:31991,#NAME?,0.025,UO_0000021,g,,
821,XLD agar,N4L.m_p:00001,Bacto™ agar,13.5,UO_0000021,g,,
822,XLD agar,CHEBI:17716,#NAME?,7.5,UO_0000021,g,,
823,XLD agar,CHEBI:17992,#NAME?,7.5,UO_0000021,g,,
824,XLD agar,N4L.m_p:00008,Sodium thiosulfate,6.8,UO_0000021,g,,
825,XLD agar,CHEBI:18019,#NAME?,5,UO_0000021,g,,
826,XLD agar,CHEBI:26710,#NAME?,5,UO_0000021,g,,
827,XLD agar,CHEBI:18222,#NAME?,3.5,UO_0000021,g,,
828,XLD agar,N4L.m_p:00006,Yeast extract,3,UO_0000021,g,,
829,XLD agar,CHEBI:9177,#NAME?,2.5,UO_0000021,g,,
830,XLD agar,CHEBI:31604,#NAME?,0.8,UO_0000021,g,,
831,XLD agar,CHEBI:31991,#NAME?,0.08,UO_0000021,g,,
832,BAM agar,N4L.m_p:00001,Bacto™ agar,30,UO_0000021,g,,
833,BAM agar,CHEBI:17634,#NAME?,5,UO_0000021,g,,
834,BAM agar,CHEBI:63036,#NAME?,3,UO_0000021,g,,
835,BAM agar,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
836,BAM agar,CHEBI:31795,#NAME?,0.5,UO_0000021,g,,
837,BAM agar,CHEBI:3312,#NAME?,0.25,UO_0000021,g,as CaCl2 2H2O,
838,BAM agar,CHEBI:62946,#NAME?,0.2,UO_0000021,g,,
839,BAM agar,10.1601/mixture.exemplar.12,Err:504,1,UO_0000098,mL,,
840,BAM broth,CHEBI:17634,#NAME?,5,UO_0000021,g,,
841,BAM broth,CHEBI:63036,#NAME?,3,UO_0000021,g,,
842,BAM broth,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
843,BAM broth,CHEBI:31795,#NAME?,0.5,UO_0000021,g,,
844,BAM broth,CHEBI:3312,#NAME?,0.25,UO_0000021,g,as CaCl2 2H2O,
845,BAM broth,CHEBI:62946,#NAME?,0.2,UO_0000021,g,,
846,BAM broth,10.1601/mixture.exemplar.12,Err:504,1,UO_0000098,mL,,
847,Baird-Parker agar base,N4L.m_p:00001,Bacto™ agar,17,UO_0000021,g,20 in Difco,
848,Baird-Parker agar base,CHEBI:15428,#NAME?,12,UO_0000021,g,,
849,Baird-Parker agar base,CHEBI:50144,#NAME?,10,UO_0000021,g,,
850,Baird-Parker agar base,N4L.m_p:00002,Casitone™ (pancreatic digest of casein),10,UO_0000021,g,,
851,Baird-Parker agar base,N4L.m_p:00015,Beef extract,5,UO_0000021,g,,
852,Baird-Parker agar base,CHEBI:48607,#NAME?,5,UO_0000021,g,,
853,Baird-Parker agar base,N4L.m_p:00006,Yeast extract,1,UO_0000021,g,,
854,Baird-Parker agar base,N4L.m_p:00069,EY Tellurite Enrichment,50,UO_0000098,mL,,
855,M 17 agar,CHEBI:58083,#NAME?,19,UO_0000021,g,as disodium beta glycerophosphate ,
856,M 17 agar,N4L.m_p:00001,Bacto™ agar,11,UO_0000021,g,,
857,M 17 agar,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
858,M 17 agar,N4L.m_p:00003,Phytone™ enzymatic digest of soybean meal,5,UO_0000021,g,,
859,M 17 agar,N4L.m_p:00015,Beef extract,5,UO_0000021,g,,
860,M 17 agar,N4L.m_p:00006,Yeast extract,2.5,UO_0000021,g,,
861,M 17 agar,CHEBI:17716,#NAME?,5,UO_0000021,g,OR 50 mL of 10% lactose solution (see N4L.S_I:00035),
862,M 17 agar,CHEBI:29073,#NAME?,0.5,UO_0000021,g,,
863,M 17 agar,CHEBI:31795,#NAME?,0.25,UO_0000021,g,,
864,M 17 broth,CHEBI:58083,#NAME?,19,UO_0000021,g,as disodium beta glycerophosphate,
865,M 17 broth,N4L.m_p:00005,Peptic digest of animal tissue (peptone A),5,UO_0000021,g,,
866,M 17 broth,N4L.m_p:00003,Phytone™ enzymatic digest of soybean meal,5,UO_0000021,g,,
867,M 17 broth,N4L.m_p:00015,Beef extract,5,UO_0000021,g,,
868,M 17 broth,N4L.m_p:00006,Yeast extract,2.5,UO_0000021,g,,
869,M 17 broth,CHEBI:17716,#NAME?,5,UO_0000021,g,,
870,M 17 broth,CHEBI:29073,#NAME?,0.5,UO_0000021,g,,
871,M 17 broth,CHEBI:31795,#NAME?,0.25,UO_0000021,g,,
872,K7 agar,N4L.m_p:00001,Bacto™ agar,20,UO_0000021,g,,
873,K7 agar,CHEBI:17634,#NAME?,1,UO_0000021,g,,
