?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0006179>	"presence of antimicrobial peptide production"		"An antimicrobial peptide production phenotype where an organism has the ability to produce an antimicrobial peptide."
<http://purl.obolibrary.org/obo/OMP_0006180>	"absence of antimicrobial peptide production"		"An antimicrobial peptide production phenotype where an organism does not have the ability to produce an antimicrobial peptide."
<http://purl.obolibrary.org/obo/OMP_0007000>	"abolished motility"		"A decreased motility phenotype where the ability of a microbe to be motile is abolished."
<http://purl.obolibrary.org/obo/OMP_0007001>	"altered motility"		"A motility phenotype where the frequency, rate, timing, or extent of a microbe's motility is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007002>	"decreased positive supercoiling"		"An altered DNA supercoiling phenotype where positive supercoiling is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007003>	"increased positive supercoiling"		"An altered DNA supercoiling phenotype where positive supercoiling is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007004>	"decreased resistance to pteridine"	"increased sensitivity to pteridine"	"A pteridine resistance phenotype where resistance to a pteridine compound is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007005>	"decreased negative chemotaxis"		"A decreased chemotaxis phenotype where the frequency, rate, timing, or extent of negative chemotaxis by a motile microbe is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007006>	"population phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype where the phenotype is observed at the level of a microbial population."
<http://purl.obolibrary.org/obo/OMP_0007007>	"nutrient import phenotype"		"A nutrient utilization phenotype concerning the uptake of one or more nutrients from the environment. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007008>	"decreased population growth at acidic pH"		"An altered population growth phenotype where the rate and/or extent of growth of a microbial population at an acidic pH (<pH 7) is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007009>	"increased population growth at acidic pH"		"An altered population growth phenotype where rate and/or extent of growth of a microbial population at acidic pH (< pH 7) is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007010>	"decreased population growth at alkaline pH"		"An altered population growth phenotype where rate and/or extent of growth of a microbial population at alkaline pH (> pH 7) is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007011>	"increased population growth at alkaline pH"		"An altered population growth phenotype where rate and/or extent of growth of a microbial population at alkaline pH (> pH 7) is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007012>	"presence of inorganic carbon source utilization"	"autotrophy"	"A carbon source utilization phenotype where a microbe can use an inorganic form of carbon, typically CO2 or carbonate, as the sole or primary carbon source."
<http://purl.obolibrary.org/obo/OMP_0007013>	"inorganic nitrogen source utilization phenotype"	"nitrate utilization, phenotype "	"A nitrogen source utilization phenotype where an inorganic nitrogen-containing compound is the source of nitrogen. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007014>	"organic nitrogen source utilization phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nitrogen source utilization phenotype where an organic nitrogen-containing compound is the source of nitrogen."
<http://purl.obolibrary.org/obo/OMP_0007015>	"altered nutrient import phenotype"		"A nutrient uptake phenotype that is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007016>	"decreased nutrient import"		"An altered nutrient import phenotype where import is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007017>	"abolished nutrient import"		"A decreased nutrient import phenotype where the ability to import a nutrient into a cell or organism is abolished."
<http://purl.obolibrary.org/obo/OMP_0007018>	"does not require growth factor(s)"	"prototrophic | prototroph"	"A growth factor requirement phenotype where an organism can synthesize all organic compounds essential for its growth from a single carbon substrate and inorganic chemicals."
<http://purl.obolibrary.org/obo/OMP_0007019>	"increased amino acid requirement"		"An amino acid requirement phenotype where an organism's requirement for an amino acid in the growth medium is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007020>	"increased biofilm formation"		"An altered biofilm phenotype where the amount of biofilm is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007021>	"decreased amino acid requirement"		"An altered amino acid requirement phenotype where an organism's requirement for an amino acid in the growth medium is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007022>	"decreased purine requirement"		"An altered purine requirement phenotype where an organism's requirement for a purine base is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007023>	"increased purine requirement"		"An altered purine requirement phenotype where an organism's requirement for a purine base is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007024>	"increased vitamin/enzyme cofactor requirement"		"A vitamin/enzyme cofactor requirement phenotype the requirement for a vitamin/enzyme cofactor is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007025>	"decreased vitamin/enzyme cofactor requirement"		"A vitamin/enzyme cofactor requirement phenotype the requirement for a vitamin/enzyme cofactor in the growth medium is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007026>	"decreased biofilm formation"		"An altered biofilm phenotype where the amount of biofilm is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007027>	"increased quorum sensing"		"A quorum sensing phenotype where organisms ability to monitor their population density is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007028>	"decreased quorum sensing"		"An altered quorum sensing phenotype where the ability of organisms to monitor their population density is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007029>	"decreased utilization of dinitrogen"		"A dinitrogen (N2) utilization phenotype where the ability to use N2 as a nitrogen source is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007030>	"increased utilization of dinitrogen"		"A dinitrogen (N2) utilization phenotype where the nitrogen source is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007031>	"presence of dinitrogen utilization"		"A dinitrogen utilization phenotype where an organism can use N2 as the source of nitrogen."
<http://purl.obolibrary.org/obo/OMP_0007032>	"decreased utilization of inorganic nitrogen source"		"An inorganic nitrogen source utilization phenotype where the ability to use an inorganic N-containing compound as the source of nitrogen is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007033>	"increased utilization of inorganic nitrogen source"		"An inorganic nitrogen source utilization phenotype where the ability to use an inorganic N-containing compound as the source of nitrogen is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007034>	"utilization of inorganic nitrogen phenotype"		"An inorganic nitrogen source utilization phenotype where an inorganic N-containing compound can be used as a nitrogen source."
<http://purl.obolibrary.org/obo/OMP_0007035>	"decreased organic nitrogen source utilization"		"An altered nitrogen source utilization phenotype where the ability to use an organic N-containing compound as the source of nitrogen is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007036>	"increased organic nitrogen source utilization"		"An altered nitrogen source utilization phenotype where the ability to use an organic N-containing compound as the source of nitrogen is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007037>	"utilization of organic nitrogen phenotype"		"An organic nitrogen source utilization phenotype where an organism can use an organic N-containing compound as the source of nitrogen."
<http://purl.obolibrary.org/obo/OMP_0007038>	"amino acid requirement"	"isoleucine requirement | methionine requirement | valine requirement | homocysteine requirement"	"A growth factor requirement phenotype where the required growth factor is one or more amino acids."
<http://purl.obolibrary.org/obo/OMP_0007039>	"purine requirement"	"adenine requirement"	"A requires growth factor(s) phenotype where the required growth factor is a purine base."
<http://purl.obolibrary.org/obo/OMP_0007040>	"vitamin/enzyme cofactor requirement"		"A requires growth factor(s) phenotype where the required growth factor is a vitamin or enzyme cofactor."
<http://purl.obolibrary.org/obo/OMP_0007041>	"decreased positive chemotaxis"		"A decreased chemotaxis phenotype where the frequency, rate, timing, or extent of positive chemotaxis by a motile microbe is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007042>	"sulfur source utilization phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nutrient utilization phenotype where the nutrient is used as a source of sulfur."
<http://purl.obolibrary.org/obo/OMP_0007043>	"phosphorus source utilization phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nutrient utilization phenotype where the nutrient is being used as a source of phosphorus."
<http://purl.obolibrary.org/obo/OMP_0007044>	"growth factor requirement phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nutrient utilization phenotype related to whether an organism requires an essential organic compound (growth factor) for growth and reproduction."
<http://purl.obolibrary.org/obo/OMP_0007045>	"inorganic phosphorus source utilization"		"A phosphorus source utilization phenotype where an inorganic P-containing compound is used as the source of phosphorus."
<http://purl.obolibrary.org/obo/OMP_0007046>	"organic phosphorus source utilization"		"A phosphorus source utilization phenotype where an organic P-containing compound is used as the source of phosphorus."
<http://purl.obolibrary.org/obo/OMP_0007047>	"decreased utilization of inorganic phosphorus source"		"An inorganic phosphorus source utilization phenotype where the ability to use an inorganic P-containing compound as the source of phosphorus is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007048>	"increased utilization of inorganic phosphorus source"		"An inorganic phosphorus source utilization phenotype where the ability to use an inorganic P-containing compound as the source of phosphorus is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007049>	"utilization of inorganic phosphorus phenotype"		"This term was made obsolete because it is redundant with OMP:0007045. | An inorganic phosphorus source utilization phenotype where an organism can use an inorganic P-containing compound as the source of phosphorus."
<http://purl.obolibrary.org/obo/OMP_0007050>	"decreased utilization of organic phosphorus source"		"An organic phosphorus source utilization phenotype where the ability to use an organic P-containing compound as the source of phosphorus is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007051>	"increased utilization of organic phosphorus source"		"An organic phosphorus source utilization phenotype where the ability to use an organic P-containing compound as the source of phosphorus is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007052>	"utilization of organic phosphorus"		"This term was made obsolete because it is redunant with OMP:0007046. | An organic phosphorus source utilization phenotype where an organism can use an organic P-containing compound as the source of phosphorus."
<http://purl.obolibrary.org/obo/OMP_0007053>	"increased positive chemotaxis"		"An increased chemotaxis phenotype where the frequency, rate, timing, or extent of positive chemotaxis by a motile microbe is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007054>	"increased negative chemotaxis"		"An increased chemotaxis phenotype where the frequency, rate, timing, or extent of negative chemotaxis by a motile microbe is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007055>	"decreased utilization of inorganic sulfur"		"An inorganic sulfur source utilization phenotype where the organism has decreased ability to use an inorganic S-containing compound as the source of sulfur relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007056>	"increased utilization of inorganic sulfur"		"An inorganic sulfur source utilization phenotype where the organism has increased ability to use an inorganic S-containing compound as the source of sulfur relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007057>	"presence of inorganic sulfur utilization"		"A sulfur source utilization phenotype where an organism uses an inorganic S-containing compound as the source of sulfur."
<http://purl.obolibrary.org/obo/OMP_0007058>	"decreased utilization of organic sulfur source"		"An organic sulfur source utilization phenotype where the organism has decreased ability to use an organic S-containing compound as the source of sulfur relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007059>	"increased utilization of organic sulfur"		"An organic sulfur source utilization phenotype where the organism has increased ability to use an organic S-containing compound as the source of sulfur relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007060>	"presence of organic sulfur utilization"		"A sulfur source utilization phenotype where an organism uses an organic S-containing compound as the source of sulfur."
<http://purl.obolibrary.org/obo/OMP_0007061>	"iron source utilization phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nutrient utilization phenotype where the nutrient is being used as a source of iron."
<http://purl.obolibrary.org/obo/OMP_0007062>	"increased heterocyst formation"		"A heterocyst formation phenotype where the ability to form heterocysts is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007063>	"increased myxospore formation"		"An altered myxospore formation phenotype where the rate, frequency, timing, or extent of myxospore formation is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007064>	"phototrophic phenotype"	"phototroph "	"An energy metabolism phenotype where light is used as the energy source. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007065>	"pteridine resistance phenotype"	"antifolate resistance | pteridine sensitivity phenotype | methotrexate resistance phenotype"	"An antimicrobial compound resistance phenotype related to resistance or sensitivity to an organonitrogen heterocyclic compound. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007066>	"asexual reproduction phenotype"		"A microbial phenotype related to asexual reproduction, the biological process in which new individuals are produced by either a single cell or by a group of cells in the absence of any sexual process. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007067>	"binary fission phenotype"		"An asexual reproduction phenotype related to the process of binary fission, where a parental cell divides into two daughter cells of approximately equal size and shape."
<http://purl.obolibrary.org/obo/OMP_0007068>	"multiple fission phenotype"	"baeocyte formation"	"An asexual reproduction phenotype related to the process of multiple fission, where the genome is multiplied multiple times prior to division of the cytoplasm and formation of multiple daughter cells."
<http://purl.obolibrary.org/obo/OMP_0007069>	"requires growth factor(s)"	"auxotrophic | auxotroph"	"A growth factor requirement phenotype where a microorganism is unable to synthesize an organic compound that is required for growth and reproduction. The required growth factor must be added to the growth medium."
<http://purl.obolibrary.org/obo/OMP_0007070>	"decreased organic carbon source utilization"		"An altered carbon source utilization phenotype where the ability to use an organic carbon source is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007071>	"increased organic carbon source utilization"		"An altered carbon source utilization phenotype where the ability to use an organic carbon source is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007072>	"anaerobic respiration phenotype"		"A respiration phenotype where electrons are transferred to a final electron acceptor that is not oxygen (O2)."
<http://purl.obolibrary.org/obo/OMP_0007073>	"fermentation phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | An energy metabolism phenotype where electrons derived from oxidation of a nutrient are transferred to an endogenous terminal electron acceptor without the involvement of an electron transport chain."
<http://purl.obolibrary.org/obo/OMP_0007074>	"increased growth factor requirement"		"A growth factor requirement phenotype where an organism's requirement for one or more growth factors is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007075>	"decreased growth factor requirement"		"A growth factor requirement phenotype where the requirement for one or more growth factors is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007076>	"altered aerotaxis"		"An aerotaxis phenotype where the frequency, rate, timing, or extent of directed movement in response to environmental oxygen is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007077>	"altered chemotaxis"		"A chemotaxis phenotype where the frequency, rate, timing, or extent of chemotaxis by a motile microbe is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007078>	"altered carbon source utilization"		"An altered nutrient utilization phenotype where the ability of a microbe to utilize a nutrient as the source of carbon is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007079>	"altered growth factor requirement"		"A growth factor requirement phenotype where an organism's requirement for a growth factor for growth and reproduction is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007080>	"altered gene expression"		"A gene expression phenotype where expression of a gene or genes is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007081>	"altered purine requirement"		"An altered growth factor requirement phenotype where the requirement for a purine base as a growth factor is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007082>	"altered vitamin/enzyme cofactor requirement"		"An altered growth factor requirement phenotype where the requirement for a vitamin/enzyme cofactor in the growth medium s altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007083>	"altered cell size"		"An altered cell morphology phenotype in which the volume or dimensions of a microbial cell are altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007084>	"decreased cell length"		"An altered cell size phenotype where the long axis of a cell or cells is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007085>	"altered microbial phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype that is altered in some way relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007086>	"altered sulfur source utilization phenotype"		"A sulfur source utilization phenotype that is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007087>	"altered iron source utilization"		"An iron source utilization phenotype that is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007088>	"altered heme utilization phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A heme utilization phenotype altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007089>	"abolished heme utilization"		"A decreased heme utilization phenotype where the ability to utilize heme as a source of iron is abolished."
<http://purl.obolibrary.org/obo/OMP_0007090>	"more rod-like cell shape"		"An altered cell shape phenotype where a cell's shape is more rod-like than that of a designated control."
<http://purl.obolibrary.org/obo/OMP_0007091>	"decreased motility by gliding"		"A decreased motility phenotype where the frequency, rate, timing, or extent of cell motility by gliding is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007092>	"decreased motility by swarming"		"A decreased motility phenotype where the frequency, rate, timing, or extent of motility by swarming is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007093>	"decreased motility by swimming"		"A decreased motility phenotype where the frequency, rate, timing, or extent of motility by swimming is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007094>	"decreased motility by twitching"		"A decreased motility phenotype where the frequency, rate, timing, or extent of motility by twitching is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007095>	"increased motility by gliding"		"An increased motility phenotype where the frequency, rate, timing, or extent of motility by gliding is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007096>	"increased motility by swarming"		"An increased motility phenotype where the frequency, rate, timing, or extent of motility by swarming is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007097>	"increased motility by swimming"		"An increased motility phenotype where the frequency, rate, timing, or extent of motility by swimming is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007098>	"increased motility by twitching"		"An increased motility phenotype where the frequency, rate, timing, or extent of motility by twitching is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007099>	"cylindrical cell shape"		"A cell shape phenotype where a cell has a consistently-sized round cross section.  The long axis of the cell is typically longer than the cell diameter."
<http://purl.obolibrary.org/obo/OMP_0007100>	"spheroid cell shape"		"A cell shape phenotype where a cell has a sphere-like shape, i.e. quadric surface in three dimensions obtained by rotating an ellipse about one of its principle axes."
<http://purl.obolibrary.org/obo/OMP_0007101>	"altered cell shape"		"A cell shape phenotype where the shape of a cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007102>	"more rounded cell shape"		"An altered cell shape phenotype where a cell's shape is rounder than that of a designated control."
<http://purl.obolibrary.org/obo/OMP_0007103>	"altered cell morphology"	"abnormal cell morphology"	"A cell morphology phenotype where the morphology (i.e., size, shape, and structure) of a cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007104>	"altered nutrient utilization"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A nutrient utilization phenotype that is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007105>	"altered flagellum"		"A flagellum phenotype where the composition, structure, or number of flagella is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007106>	"transcription phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A gene expression phenotype that affects DNA-dependent transcription."
<http://purl.obolibrary.org/obo/OMP_0007107>	"translation phenotype"		"A gene expression phenotype that affects translation of one or more mRNAs. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007108>	"altered transcription"		"A transcription phenotype where transcription of a gene or genes is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007109>	"chemotrophic phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | An energy metabolism phenotype where energy is obtained from the oxidation of chemicals."
<http://purl.obolibrary.org/obo/OMP_0007110>	"chemolithotrophic"		"A chemotrophic phenotype where energy is obtained from the oxidation of inorganic chemicals."
<http://purl.obolibrary.org/obo/OMP_0007111>	"chemoorganotrophic"	"organotroph"	"A chemotrophic phenotype where energy is derived from the oxidation of organic molecules."
<http://purl.obolibrary.org/obo/OMP_0007112>	"respiration phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | An energy metabolism phenotype where electrons from an oxidized chemical are transferred via an electron transport chain to an exogenous electron acceptor."
<http://purl.obolibrary.org/obo/OMP_0007113>	"ferrous iron (Fe2+) oxidation"		"A chemolithotrophic phenotype where energy is obtained from the oxidation of ferrous iron (Fe2+)."
<http://purl.obolibrary.org/obo/OMP_0007114>	"sulfide (H2S) oxidation"		"A chemolithotrophic phenotype where energy is derived from the oxidation of hydrogen sulfide (H2S)."
<http://purl.obolibrary.org/obo/OMP_0007115>	"altered population growth rate"	"altered growth rate | altered generation time | altered doubling time"	"A population growth phenotype where the rate at which a population of microbes multiplies is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007116>	"altered cell stalk"		"An altered cell shape phenotype where the stalk of a stalk-shaped cell is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007117>	"increased transcription of gene or operon"		"An altered transcription phenotype where transcription of a gene or genes is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007118>	"decreased transcription of gene or operon"		"An altered transcription phenotype where transcription of a gene or genes is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007119>	"abolished transcription of gene or operon"		"A decreased transcription phenotype where transcription of a gene or genes is abolished relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007120>	"decreased transcription of sigma-factor dependent genes"		"The UniProt accession for the particular sigma factor should be entered in the extension field. | A decreased transcription phenotype where transcription of a gene or genes dependent upon a particular sigma factor is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007121>	"increased transcription of sigma-factor dependent genes"		"The UniProt accession for the particular sigma factor should be entered in the extension field. | An increased transcription phenotype where transcription of a gene or genes dependent upon a particular sigma factor is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007122>	"altered translation"		"A translation phenotype where translation of one or more mRNAs is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007123>	"Increased translation"		"An altered translation phenotype where translation of one or more mRNAs is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007124>	"decreased translation"		"An altered translation phenotype where translation of one or more mRNAs is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007125>	"abolished translation"		"A decreased translation phenotype where translation of one or more mRNAs is abolished."
<http://purl.obolibrary.org/obo/OMP_0007126>	"viscous colony consistency"		"A colony consistency phenotype where a colony or colonies have a sticky or gummy consistency."
<http://purl.obolibrary.org/obo/OMP_0007127>	"altered taxis"		"A taxis phenotype where the frequency, rate, timing, or extent of directed movement of a microbe in response to an external stimulus is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007128>	"altered cell arrangement"		"A cell arrangement phenotype where the arrangement of cells is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007129>	"altered outer membrane vesicle production"		"An altered outer membrane vesicles phenotypes where the production of outer membrane vesicles is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007130>	"differential test phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype related to the presence or absence of a biochemical activity in a test used to differentiate and identify microorganisms."
<http://purl.obolibrary.org/obo/OMP_0007131>	"altered differential test result"		"A differential media phenotype where the results of a differential test are altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007132>	"decreased flagellum length"		"An altered flagellum length phenotype where the length of the flagellum is shorter than a designated control."
<http://purl.obolibrary.org/obo/OMP_0007133>	"altered capsule phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A capsule phenotype where the capsule layer is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007134>	"altered resistance to an antimicrobial agent"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | An antimicrobial agent resistance phenotype where resistance or sensitivity to an antimicrobial agent is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007135>	"not resistant to alkaloid"		"An alkaloid resistance phenotype where a cell or cells lack resistance to an alkaloid compound."
<http://purl.obolibrary.org/obo/OMP_0007136>	"resistant to alkaloid"		"An alkaloid resistance phenotype where an organism or cell is resistant to one or more alkaloid compounds."
<http://purl.obolibrary.org/obo/OMP_0007137>	"altered alkaloid resistance"		"An alkaloid resistance phenotype where resistance to an alkaloid compound is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007138>	"altered effects of pH on population growth"		"A population growth phenotype where the rate and/or extent of growth of a microbial population at a specified pH is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007139>	"altered lantibiotic resistance phenotype"	"lantibiotic sensitivity phenotype"	"A lantibiotic resistance phenotype where resistance to one or more lantibiotics is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007140>	"schizogeny phenotype"		"A multiple fission phenotype related to the process of schizogeny, where the nucleus of  the parent cell divides multiple times before the cytoplasm separates and each nucleus is encased in its own membrane to form an individual cell."
<http://purl.obolibrary.org/obo/OMP_0007141>	"presence of schizogeny"		"A schizogeny phenotype where an organism reproduces by the process of schizogeny."
<http://purl.obolibrary.org/obo/OMP_0007142>	"asexual sporulation phenotype"	"mitotic spore formation"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A sporulation phenotype related to the formation of spores derived from the products of mitosis."
<http://purl.obolibrary.org/obo/OMP_0007143>	"presence of asexual sporulation"		"An asexual sporulation phenotype where an organism reproduces by the process of forming mitotic spores."
<http://purl.obolibrary.org/obo/OMP_0007144>	"altered asexual reproduction"		"An asexual reproduction phenotype where the rate, frequency, timing, or extent of  asexual reproduction is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007145>	"altered asexual sporulation"		"An asexual sporulation phenotype where the rate, frequency, timing, or extent of the process of forming mitotic spores is altered relative to a designated control."
