provenance,original_subject,organism,predicate,raw_text
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1468_nm.1899,http://purl.obolibrary.org/obo/NCBITaxon_17,http://example.com/n4l/na_cl_(does_not_grow),5% (wt/vol)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2435_nm.11310,http://purl.obolibrary.org/obo/NCBITaxon_398037,http://example.com/n4l/na_cl_optimum,0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.1706_nm.10906,http://purl.obolibrary.org/obo/NCBITaxon_375761,http://example.com/n4l/na_cl_range,0-10%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2771_nm.6061,http://purl.obolibrary.org/obo/NCBITaxon_156977,http://example.com/n4l/na_cl_(grows),0.02
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.683_nm.8636,http://purl.obolibrary.org/obo/NCBITaxon_261965,http://example.com/n4l/na_cl_(grows),0.12
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.3425_nm.2525,http://purl.obolibrary.org/obo/NCBITaxon_64323,http://example.com/n4l/na_cl_(does_not_grow),more than 8%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2746_nm.8580,http://purl.obolibrary.org/obo/NCBITaxon_266952,http://example.com/n4l/na_cl_(does_not_grow),0% or  >9 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.13856_nm.23878,http://purl.obolibrary.org/obo/NCBITaxon_904295,http://example.com/n4l/na_cl_(does_not_grow),> 2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.14415_nm.13730,http://purl.obolibrary.org/obo/NCBITaxon_453852,http://example.com/n4l/na_cl_range,0-15%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/Sheet2,http://example.com/n4l/nm.334,http://purl.obolibrary.org/obo/NCBITaxon_64602,http://example.com/n4l/na_cl_range,2.0 M - 5.3 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.9146_nm.14339,http://purl.obolibrary.org/obo/NCBITaxon_551276,http://example.com/n4l/na_cl_optimum,0–1%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2861_nm.11203,http://purl.obolibrary.org/obo/NCBITaxon_397278,http://example.com/n4l/na_cl_(grows),6–7 % (poor)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.6529_nm.4604,http://purl.obolibrary.org/obo/NCBITaxon_46469,http://example.com/n4l/na_cl_(does_not_grow),"below 3%, above 18%"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.1734_nm.24412,http://purl.obolibrary.org/obo/NCBITaxon_225985,http://example.com/n4l/na_cl_(grows),0.15
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.8192_nm.14214,http://purl.obolibrary.org/obo/NCBITaxon_431554,http://example.com/n4l/na_cl_optimum,0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.4186_nm.4333,http://purl.obolibrary.org/obo/NCBITaxon_105483,http://example.com/n4l/na_cl_optimum,0.1% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/nm.782,http://purl.obolibrary.org/obo/NCBITaxon_1092,http://example.com/n4l/na_cl_(grows),without a requirement for sodium chloride (0)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet3,http://example.com/n4l/nm.460,http://purl.obolibrary.org/obo/NCBITaxon_2336,http://example.com/n4l/na_cl_range,between 0.25 and 3.75%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/nm.168,http://purl.obolibrary.org/obo/NCBITaxon_2190,http://example.com/n4l/na_cl_optimum,2-4%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.12758_nm.4573,http://purl.obolibrary.org/obo/NCBITaxon_2331,http://example.com/n4l/na_cl_range,2%-30%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.7017_nm.532,http://purl.obolibrary.org/obo/NCBITaxon_186192,http://example.com/n4l/na_cl_range,0.5–4.5 % NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.8556_nm.13754,http://purl.obolibrary.org/obo/NCBITaxon_392589,http://example.com/n4l/na_cl_range,0-1 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2605_nm.11577,http://purl.obolibrary.org/obo/NCBITaxon_367743,http://example.com/n4l/na_cl_(grows),up to 5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.9272_nm.14554,http://purl.obolibrary.org/obo/NCBITaxon_561966,http://example.com/n4l/na_cl_(does_not_grow),"0%, 8-10%,"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2395_nm.11262,http://purl.obolibrary.org/obo/NCBITaxon_396013,http://example.com/n4l/na_cl_optimum,3–5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2366_nm.11220,http://purl.obolibrary.org/obo/NCBITaxon_392416,http://example.com/n4l/na_cl_(grows),"5, 6, 7%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.4468_nm.8617,http://purl.obolibrary.org/obo/NCBITaxon_264027,http://example.com/n4l/na_cl_optimum,2–3% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3611_nm.10138,http://purl.obolibrary.org/obo/NCBITaxon_337243,http://example.com/n4l/na_cl_range,15–25%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.6819_nm.2922,http://purl.obolibrary.org/obo/NCBITaxon_173509,http://example.com/n4l/na_cl_range,1–8 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2357_nm.1046,http://purl.obolibrary.org/obo/NCBITaxon_33049,http://example.com/n4l/na_cl_optimum,0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2577_nm.11521,http://purl.obolibrary.org/obo/NCBITaxon_402648,http://example.com/n4l/na_cl_optimum,0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2647_nm.11459,http://purl.obolibrary.org/obo/NCBITaxon_321317,http://example.com/n4l/na_cl_(does_not_grow),0.03
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5842_nm.10061,http://purl.obolibrary.org/obo/NCBITaxon_344881,http://example.com/n4l/na_cl_range,0–2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.9592_nm.14784,http://purl.obolibrary.org/obo/NCBITaxon_503170,http://example.com/n4l/na_cl_(grows),≥ 5%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.290_nm.3825,http://purl.obolibrary.org/obo/NCBITaxon_65553,http://example.com/n4l/na_cl_(does_not_grow),3.5% NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2403_nm.11236,http://purl.obolibrary.org/obo/NCBITaxon_407022,http://example.com/n4l/na_cl_(grows),0.03
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.631_nm.8475,http://purl.obolibrary.org/obo/NCBITaxon_228955,http://example.com/n4l/na_cl_range,1–10%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/Sheet2,http://example.com/n4l/nm.23289,http://purl.obolibrary.org/obo/NCBITaxon_1005039,http://example.com/n4l/na_cl_(does_not_grow),1.0 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.8809_nm.13467,http://purl.obolibrary.org/obo/NCBITaxon_417574,http://example.com/n4l/na_cl_(does_not_grow),>6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.7075_nm.4473,http://purl.obolibrary.org/obo/NCBITaxon_81412,http://example.com/n4l/na_cl_optimum,0.05-0.50 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5274_nm.259,http://purl.obolibrary.org/obo/NCBITaxon_101192,http://example.com/n4l/na_cl_(does_not_grow),higher than 0.4 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5668_nm.3494,http://purl.obolibrary.org/obo/NCBITaxon_889,http://example.com/n4l/na_cl_optimum,1 to 2%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2422_nm.11298,http://purl.obolibrary.org/obo/NCBITaxon_264463,http://example.com/n4l/na_cl_optimum,0.5 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2801_nm.4596,http://purl.obolibrary.org/obo/NCBITaxon_42419,http://example.com/n4l/na_cl_optimum,2 to 3 M
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2887_nm.5453,http://purl.obolibrary.org/obo/NCBITaxon_51664,http://example.com/n4l/na_cl_(does_not_grow),0.065
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9272_nm.14554,http://purl.obolibrary.org/obo/NCBITaxon_561966,http://example.com/n4l/na_cl_range,"halophilic, 1–7 % (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2550_nm.11498,http://purl.obolibrary.org/obo/NCBITaxon_437507,http://example.com/n4l/na_cl_range,0.5–5.0 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2379_nm.11227,http://purl.obolibrary.org/obo/NCBITaxon_375674,http://example.com/n4l/na_cl_range,0.5–4.0%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3880_nm.9640,http://purl.obolibrary.org/obo/NCBITaxon_311208,http://example.com/n4l/na_cl_(does_not_grow),>8%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2432_nm.11306,http://purl.obolibrary.org/obo/NCBITaxon_379347,http://example.com/n4l/na_cl_range,0–10 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.280_nm.3942,http://purl.obolibrary.org/obo/NCBITaxon_36842,http://example.com/n4l/na_cl_(grows),10.0% NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2546_nm.11489,http://purl.obolibrary.org/obo/NCBITaxon_546365,http://example.com/n4l/na_cl_(grows),5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet3,http://example.com/n4l/nm.13785,http://purl.obolibrary.org/obo/NCBITaxon_328301,http://example.com/n4l/na_cl_range,0 to 1.25%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.4489_nm.4063,http://purl.obolibrary.org/obo/NCBITaxon_114628,http://example.com/n4l/na_cl_optimum,5 g 1^-1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.681_nm.8688,http://purl.obolibrary.org/obo/NCBITaxon_262077,http://example.com/n4l/na_cl_(grows),"2-6% (w/v), 18% (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2816_nm.9370,http://purl.obolibrary.org/obo/NCBITaxon_254161,http://example.com/n4l/na_cl_range,0–10 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2753_nm.10771,http://purl.obolibrary.org/obo/NCBITaxon_184067,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6214_nm.9356,http://purl.obolibrary.org/obo/NCBITaxon_286420,http://example.com/n4l/na_cl_optimum,4–6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2471_nm.11388,http://purl.obolibrary.org/obo/NCBITaxon_425498,http://example.com/n4l/na_cl_optimum,2–3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1405_nm.246,http://purl.obolibrary.org/obo/NCBITaxon_2176,http://example.com/n4l/na_cl_optimum,2.0 M
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.6754_nm.2504,http://purl.obolibrary.org/obo/NCBITaxon_176290,http://example.com/n4l/na_cl_optimum,3-6% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.2410_nm.11278,http://purl.obolibrary.org/obo/NCBITaxon_390641,http://example.com/n4l/na_cl_(does_not_grow),0.4 or 9.2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2448_nm.11346,http://purl.obolibrary.org/obo/NCBITaxon_366533,http://example.com/n4l/na_cl_range,0–8 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3711_nm.10290,http://purl.obolibrary.org/obo/NCBITaxon_368811,http://example.com/n4l/na_cl_(grows),0-8%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9257_nm.14535,http://purl.obolibrary.org/obo/NCBITaxon_1121721,http://example.com/n4l/na_cl_range,1–6.5%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2750_nm.10433,http://purl.obolibrary.org/obo/NCBITaxon_510690,http://example.com/n4l/na_cl_(grows),0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet3,http://example.com/n4l/nm.3536,http://purl.obolibrary.org/obo/NCBITaxon_66849,http://example.com/n4l/na_cl_(grows),Up to 10%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.7157_nm.6166,http://purl.obolibrary.org/obo/NCBITaxon_84757,http://example.com/n4l/na_cl_(grows),"28 °C, 37 °C"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2097_nm.2675,http://purl.obolibrary.org/obo/NCBITaxon_60550,http://example.com/n4l/na_cl_(does_not_grow),> 5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.8411_nm.13716,http://purl.obolibrary.org/obo/NCBITaxon_446681,http://example.com/n4l/na_cl_range,2–6 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.7112_nm.5175,http://purl.obolibrary.org/obo/NCBITaxon_1465,http://example.com/n4l/na_cl_(does_not_grow),0.05
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.448_nm.4573,http://purl.obolibrary.org/obo/NCBITaxon_2331,http://example.com/n4l/na_cl_range,"obligate halophile, 2%-30%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.6908_nm.6000,http://purl.obolibrary.org/obo/NCBITaxon_63959,http://example.com/n4l/na_cl_(grows),"2, 4, 6, 8% (wt/vol), 10% (weak), 12% (weak),"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.9593_nm.14785,http://purl.obolibrary.org/obo/NCBITaxon_498301,http://example.com/n4l/na_cl_range,0-2% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8250_nm.14158,http://purl.obolibrary.org/obo/NCBITaxon_491918,http://example.com/n4l/na_cl_range,0–7.0 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2448_nm.11346,http://purl.obolibrary.org/obo/NCBITaxon_366533,http://example.com/n4l/na_cl_range,0–8 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.5818_nm.10039,http://purl.obolibrary.org/obo/NCBITaxon_313439,http://example.com/n4l/na_cl_(grows),2 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2462_nm.11374,http://purl.obolibrary.org/obo/NCBITaxon_430683,http://example.com/n4l/na_cl_(does_not_grow),more than 4 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2476_nm.11409,http://purl.obolibrary.org/obo/NCBITaxon_420953,http://example.com/n4l/na_cl_(does_not_grow),"0.5, 1.5, 3.0, 4.5, 6.0 %"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/Sheet2,http://example.com/n4l/nm.23543,http://purl.obolibrary.org/obo/NCBITaxon_382454,http://example.com/n4l/na_cl_range,0–12 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2956_nm.1093,http://purl.obolibrary.org/obo/NCBITaxon_121719,http://example.com/n4l/na_cl_range,up to 5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2372_nm.7434,http://purl.obolibrary.org/obo/NCBITaxon_47481,http://example.com/n4l/na_cl_(grows),0.02
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2476_nm.11409,http://purl.obolibrary.org/obo/NCBITaxon_420953,http://example.com/n4l/na_cl_(does_not_grow),"0.5, 1.5, 3.0, 4.5, 6.0 %"
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2750_nm.11033,http://purl.obolibrary.org/obo/NCBITaxon_349750,http://example.com/n4l/na_cl_range,0–3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2792_nm.1112,http://purl.obolibrary.org/obo/NCBITaxon_187400,http://example.com/n4l/na_cl_range,3–8 % NaCl
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2927_nm.2074,http://purl.obolibrary.org/obo/NCBITaxon_85075,http://example.com/n4l/na_cl_optimum,5–6%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.301_nm.7800,http://purl.obolibrary.org/obo/NCBITaxon_46356,http://example.com/n4l/na_cl_(does_not_grow),10%<x<3%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2567_nm.8903,http://purl.obolibrary.org/obo/NCBITaxon_265668,http://example.com/n4l/na_cl_(does_not_grow),"0, 8% (w/v)"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.2410_nm.11278,http://purl.obolibrary.org/obo/NCBITaxon_390641,http://example.com/n4l/na_cl_range,0.5–9 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2744_nm.2426,http://purl.obolibrary.org/obo/NCBITaxon_95641,http://example.com/n4l/na_cl_optimum,0.5–0.75%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/1000_proto_proj,http://example.com/n4l/rid.8787_nm.13303,http://purl.obolibrary.org/obo/NCBITaxon_265477,http://example.com/n4l/na_cl_range,0-0.25%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2756_nm.8671,http://purl.obolibrary.org/obo/NCBITaxon_256847,http://example.com/n4l/na_cl_range,0.75–15%
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2578_nm.11528,http://purl.obolibrary.org/obo/NCBITaxon_435906,http://example.com/n4l/na_cl_optimum,8 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2568_nm.10658,http://purl.obolibrary.org/obo/NCBITaxon_184065,http://example.com/n4l/na_cl_(does_not_grow),0
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.9291_nm.14581,http://purl.obolibrary.org/obo/NCBITaxon_995,http://example.com/n4l/na_cl_range,0–1% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8560_nm.13708,http://purl.obolibrary.org/obo/NCBITaxon_340467,http://example.com/n4l/na_cl_(grows),0–15 g NaCl l ^-1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2557_nm.11510,http://purl.obolibrary.org/obo/NCBITaxon_440515,http://example.com/n4l/na_cl_optimum,1 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2622_nm.11579,http://purl.obolibrary.org/obo/NCBITaxon_442733,http://example.com/n4l/na_cl_optimum,0.5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet3,http://example.com/n4l/nm.8072,http://purl.obolibrary.org/obo/NCBITaxon_245,http://example.com/n4l/na_cl_(grows),up to 2–4%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2473_nm.11390,http://purl.obolibrary.org/obo/NCBITaxon_271096,http://example.com/n4l/na_cl_(grows),4 % (w/v) (weak)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.13175_nm.10019,http://purl.obolibrary.org/obo/NCBITaxon_334771,http://example.com/n4l/na_cl_optimum,0
http://example.com/n4l/protolog_normalization_categories_with_1000_DB.xlsx/Sheet2,http://example.com/n4l/rid.2390_nm.11255,http://purl.obolibrary.org/obo/NCBITaxon_404578,http://example.com/n4l/na_cl_(does_not_grow),5 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.2462_nm.11375,http://purl.obolibrary.org/obo/NCBITaxon_430684,http://example.com/n4l/na_cl_optimum,0–1.0 % (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.3858_nm.3549,http://purl.obolibrary.org/obo/NCBITaxon_218208,http://example.com/n4l/na_cl_optimum,24 g l−1
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.8596_nm.13560,http://purl.obolibrary.org/obo/NCBITaxon_444922,http://example.com/n4l/na_cl_(does_not_grow),"0%, >6%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.9272_nm.14554,http://purl.obolibrary.org/obo/NCBITaxon_561966,http://example.com/n4l/na_cl_optimum,2–3 %
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.9272_nm.14554,http://purl.obolibrary.org/obo/NCBITaxon_561966,http://example.com/n4l/na_cl_(does_not_grow),"0%, 8-10%,"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/1000_proto_proj,http://example.com/n4l/rid.5518_nm.10078,http://purl.obolibrary.org/obo/NCBITaxon_291990,http://example.com/n4l/na_cl_range,0 to 6% (w/v)
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1612_nm.10919,http://purl.obolibrary.org/obo/NCBITaxon_363858,http://example.com/n4l/na_cl_(does_not_grow),0.07
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1353_nm.3115,http://purl.obolibrary.org/obo/NCBITaxon_82979,http://example.com/n4l/na_cl_(grows),"0%, 4%, 6%"
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/All%28Sheet1%2C2%2C3%29,http://example.com/n4l/rid.1984_nm.10699,http://purl.obolibrary.org/obo/NCBITaxon_265470,http://example.com/n4l/na_cl_range,0-1%
http://example.com/n4l/protolog_normalization_categories_with_1000_KMP.xlsx/EffectRIDProtos%28rid.2300_up%29,http://example.com/n4l/rid.2394_nm.11259,http://purl.obolibrary.org/obo/NCBITaxon_416873,http://example.com/n4l/na_cl_optimum,1–5 % (w/v)
