ref,year,pubmedid,prot,protStatementCount,org,rank,ncbiTaxonIRI,doi,kgMicrobeAssertionCount,orgName
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415214,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415215,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415216,,26.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415217,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415218,,43.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415242,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415426,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415747,,27.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415956,,55.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_415996,,55.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416012,,47.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416169,,44.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416170,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416213,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416230,,28.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416269,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416273,,13.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416276,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416344,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416348,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416555,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416568,,52.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416585,,19.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416591,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41673,,16.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41675,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416870,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416943,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_416955,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417102,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417203,,33.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417292,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417367,,34.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417368,,45.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417373,,33.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417397,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417398,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417399,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417400,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417612,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_417745,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418008,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418010,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418127,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418136,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418184,,44.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418192,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418198,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418199,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418200,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418202,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418210,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418213,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418214,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418215,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418216,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418223,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418495,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418522,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418630,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418642,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418643,,34.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418646,,42.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418647,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418699,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418707,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418708,,39.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418719,,58.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418750,,65.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418756,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418759,,42.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418853,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_418854,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41899,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419109,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419110,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419186,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419257,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419476,,49.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419479,,52.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419481,,32.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41951,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419542,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419590,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419596,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419610,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419650,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419665,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41977,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41978,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419825,,46.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41985,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41986,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41988,,10.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419934,,15.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419940,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419942,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_419947,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_41997,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420233,,13.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420246,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420247,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420324,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420336,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420403,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420404,,119.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420412,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42055,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42056,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420645,,25.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420662,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420888,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420889,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420890,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42094,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42095,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420950,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420955,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420994,,28.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420996,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_420998,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421058,,38.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421072,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421115,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421530,,46.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421624,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421629,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421767,,38.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_421768,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42190,,25.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42197,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42198,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422288,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422289,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422290,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422296,,48.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422297,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42233,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42234,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42235,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42236,,32.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42237,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42238,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42239,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_422441,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42252,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423211,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423212,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42322,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423368,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423471,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423472,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423474,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423477,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42353,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_423605,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424182,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424188,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42421,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424218,,10.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42443,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42448,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424488,,16.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424704,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424719,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424720,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424757,,71.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424758,,42.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424795,,51.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424796,,35.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424797,,43.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424798,,25.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424800,,58.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_424902,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425004,,42.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425005,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425006,,35.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425067,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425104,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425254,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425306,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425400,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425511,,54.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425512,,55.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425513,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425514,,51.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42565,,10.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42566,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425677,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425933,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425942,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_425944,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426114,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426117,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426118,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426128,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426129,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426355,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426368,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426421,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426430,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426481,,15.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426599,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426701,,46.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426702,,48.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426703,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426704,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426706,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426707,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426756,,66.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_426757,,62.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42684,,35.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427081,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427082,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427140,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427317,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427318,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427332,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427351,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427369,,45.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_427920,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428031,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42808,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428125,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428126,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428127,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428128,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42817,,11.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42838,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428406,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42859,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42879,,13.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42881,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42895,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42897,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428988,,33.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428990,,31.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428991,,33.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428992,,30.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428993,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_428994,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429001,,29.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429009,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_42906,,24.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429133,,54.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429134,,53.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429340,,26.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429341,,28.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429342,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429344,,53.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429572,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429726,,21.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429727,,34.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_429728,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430066,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430453,,26.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430457,,54.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430521,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430522,,57.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430556,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430557,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430558,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43057,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43064,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430676,,28.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430679,,10.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430685,,18.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_430914,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431060,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431061,,8.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431269,,37.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431270,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431273,,26.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43131,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43143,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431489,,50.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431677,,5.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431943,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431944,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431946,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_431947,,17.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_432296,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_432303,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_432308,,33.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_432331,,4.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_432607,,19.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43304,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43305,,16.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43306,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433279,,38.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433286,,59.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433287,,43.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433293,,51.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433296,,12.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433321,,9.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433323,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433330,,13.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433338,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43348,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43354,,14.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43355,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_43357,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433606,,70.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433613,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433641,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433643,,48.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433644,,57.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433645,,53.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433646,,38.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433647,,47.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433648,,49.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433649,,36.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433651,,42.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433652,,7.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433654,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433657,,41.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433659,,27.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433663,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433664,,38.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433840,,21.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_433924,,32.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434084,,1.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434086,,67.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434126,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434131,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434271,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434347,,57.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434464,,40.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434922,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434923,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_434924,,3.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435,,6.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435590,,23.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435591,,22.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435830,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435832,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435837,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435838,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435842,,2.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435880,,35.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435897,,46.0,
,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_435908,,40.0,
