metpo_id	metpo_label	xref_iris	xref_labels	mapping_types	distances	ontologies
METPO:1000634	chemoautolithotrophic	['http://purl.obolibrary.org/obo/MICRO_0001480', 'http://purl.obolibrary.org/obo/MICRO_0001477', '<http://purl.jp/bio/10/mpo#MPO_04036>', 'http://purl.obolibrary.org/obo/MICRO_0000513', 'http://purl.obolibrary.org/obo/MICRO_0001505', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0000511', 'http://purl.obolibrary.org/obo/MICRO_0001479', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001476', '<http://purl.jp/bio/10/mpo#MPO_04038>', 'http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0000514', 'http://purl.obolibrary.org/obo/MICRO_0000506', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001506', 'http://purl.obolibrary.org/obo/ECOCORE_00000123', 'http://purl.obolibrary.org/obo/MICRO_0001458', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0001504']	['chemoorganoautotrophic', 'chemolithoautotrophic', 'Chemoautotrophic', 'chemoorganoautotrophy', 'chemoorganoautotroph', 'chemolithoautotroph', 'chemolithoautotrophy', 'chemoorganotrophic', 'chemolithoheterotrophic', 'chemolithotrophic', 'Chemoorganoautotrophic', 'chemoorganoheterotrophic', 'chemoorganoheterotrophy', 'chemoorganotrophy', 'photolithoautotrophic', 'chemoorganoheterotroph', 'chemoorganoautotroph', 'chemotrophic', 'Chemolithoheterotrophic', 'chemoorganotroph']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3057, 0.319, 0.3323, 0.3402, 0.3604, 0.3774, 0.3985, 0.4415, 0.456, 0.4642, 0.4667, 0.4672, 0.4775, 0.4778, 0.4915, 0.4966, 0.4986, 0.5005, 0.5068, 0.507]	['MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'ECOCORE', 'MICRO', 'UNKNOWN', 'MICRO']
METPO:1000635	chemoautotrophic	['http://purl.obolibrary.org/obo/MICRO_0001480', '<http://purl.jp/bio/10/mpo#MPO_04036>', 'http://purl.obolibrary.org/obo/MICRO_0000513', 'http://purl.obolibrary.org/obo/MICRO_0001505', 'http://purl.obolibrary.org/obo/MICRO_0001479', '<http://purl.jp/bio/10/mpo#MPO_04038>', 'http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0000514', 'http://purl.obolibrary.org/obo/MICRO_0000506', 'http://purl.obolibrary.org/obo/MICRO_0001506', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/ECOCORE_00000123', 'http://purl.obolibrary.org/obo/MICRO_0001504', 'http://purl.obolibrary.org/obo/ECOCORE_00000129', '<http://purl.jp/bio/10/mpo#MPO_04033>', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0001456', 'http://purl.obolibrary.org/obo/MICRO_0000511']	['chemoorganoautotrophic', 'Chemoautotrophic', 'chemoorganoautotrophy', 'chemoorganoautotroph', 'chemoorganotrophic', 'Chemoorganoautotrophic', 'chemoorganoheterotrophic', 'chemoorganoheterotrophy', 'chemoorganotrophy', 'chemoorganoheterotroph', 'chemolithoautotrophic', 'chemotrophic', 'chemoorganoautotroph', 'chemoorganotroph', 'chemoautotroph', 'Chemoorganotrophic', 'photolithoautotrophic', 'chemolithoautotroph', 'autotrophic', 'chemolithoautotrophy']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1966, 0.2751, 0.2782, 0.2808, 0.369, 0.3819, 0.3885, 0.4056, 0.4179, 0.4298, 0.4429, 0.4431, 0.4441, 0.4453, 0.4467, 0.5072, 0.5295, 0.536, 0.5389, 0.5615]	['MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'ECOCORE', 'MICRO', 'ECOCORE', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1000636	chemoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001478', '<http://purl.jp/bio/10/mpo#MPO_04035>', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0000512', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001494', '<http://purl.jp/bio/10/mpo#MPO_04034>', 'http://purl.obolibrary.org/obo/MICRO_0001506', '<http://purl.jp/bio/10/mpo#MPO_04037>', 'http://purl.obolibrary.org/obo/MICRO_0000514', 'http://purl.obolibrary.org/obo/MICRO_0001499', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/ECOCORE_00000128', 'http://purl.obolibrary.org/obo/MICRO_0001500', '<http://purl.jp/bio/10/mpo#MPO_04036>']	['chemolithoheterotrophic', 'Chemoheterotrophic', 'Chemolithoheterotrophic', 'chemolithoheterotroph', 'chemotrophic', 'chemolithoheterotrophy', 'chemolithotrophic', 'chemoorganoheterotrophic', 'chemolithoautotrophic', 'heterotrophic', 'chemotroph', 'Chemolithotrophic', 'chemoorganoheterotroph', 'Chemoorganoheterotrophic', 'chemoorganoheterotrophy', 'chemolithotroph', 'photolithoheterotrophic', 'chemolithoheterotroph', 'chemolithoautotroph', 'Chemoautotrophic']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2505, 0.2786, 0.3343, 0.3512, 0.3526, 0.3795, 0.4084, 0.4227, 0.457, 0.4814, 0.4858, 0.4871, 0.4883, 0.4922, 0.4989, 0.5012, 0.5135, 0.5196, 0.5261, 0.5276]	['MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'ECOCORE', 'MICRO', 'UNKNOWN']
METPO:1000637	chemolithoautotrophic	['http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0000511', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001499', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0000505', 'http://purl.obolibrary.org/obo/MICRO_0000512', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/ECOCORE_00000124', '<http://purl.jp/bio/10/mpo#MPO_04041>', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0001508', '<http://purl.jp/bio/10/mpo#MPO_04034>', '<http://purl.jp/bio/10/mpo#MPO_04032>', 'http://purl.obolibrary.org/obo/MICRO_0000500', 'http://purl.obolibrary.org/obo/MICRO_0001453', 'http://purl.obolibrary.org/obo/MICRO_0001495', '<http://purl.jp/bio/10/mpo#MPO_04036>']	['chemolithoautotrophic', 'chemolithoautotroph', 'chemolithoautotrophy', 'chemolithotrophic', 'chemolithoheterotrophic', 'chemolithotroph', 'chemolithoheterotroph', 'chemolithotrophy', 'chemolithoheterotrophy', 'photolithoautotrophic', 'chemolithoautotroph', 'Lithoautotrophic', 'Chemolithoheterotrophic', 'photolithoautotroph', 'Chemolithotrophic', 'Photolithoautotrophic', 'photolithoautotrophy', 'lithotrophy', 'lithotroph', 'Chemoautotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0612, 0.1054, 0.1831, 0.1847, 0.237, 0.252, 0.2523, 0.2542, 0.3597, 0.4044, 0.413, 0.4246, 0.4267, 0.4496, 0.4636, 0.4774, 0.5212, 0.5303, 0.5351]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'ECOCORE', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN']
METPO:1000638	chemolithoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0000512', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001499', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0000505', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0000511', 'http://purl.obolibrary.org/obo/MICRO_0001484', '<http://purl.jp/bio/10/mpo#MPO_04034>', '<http://purl.jp/bio/10/mpo#MPO_04042>', 'http://purl.obolibrary.org/obo/ECOCORE_00000128', 'http://purl.obolibrary.org/obo/MICRO_0001509', '<http://purl.jp/bio/10/mpo#MPO_04031>', '<http://purl.jp/bio/10/mpo#MPO_04035>', 'http://purl.obolibrary.org/obo/MICRO_0001495', 'http://purl.obolibrary.org/obo/MICRO_0001459', 'http://purl.obolibrary.org/obo/ECOCORE_00000124']	['chemolithoheterotrophic', 'chemolithoheterotroph', 'chemolithoheterotrophy', 'chemolithotrophic', 'chemolithoautotrophic', 'chemolithotroph', 'chemolithoautotroph', 'chemolithotrophy', 'Chemolithoheterotrophic', 'chemolithoautotrophy', 'photolithoheterotrophic', 'Chemolithotrophic', 'Lithoheterotrophic', 'chemolithoheterotroph', 'photolithoheterotroph', 'Photolithoheterotrophic', 'Chemoheterotrophic', 'lithotroph', 'lithotrophic', 'chemolithoautotroph']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0855, 0.1042, 0.1538, 0.1847, 0.2227, 0.2439, 0.2662, 0.2679, 0.2887, 0.3808, 0.4034, 0.4395, 0.4439, 0.4455, 0.4518, 0.4629, 0.4699, 0.5009, 0.5193]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'ECOCORE', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'ECOCORE']
METPO:1000639	chemolithotrophic	['http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001499', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0000505', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0000512', 'http://purl.obolibrary.org/obo/MICRO_0000511', '<http://purl.jp/bio/10/mpo#MPO_04034>', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0001459', 'http://purl.obolibrary.org/obo/MICRO_0001495', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0001482', 'http://purl.obolibrary.org/obo/MICRO_0001453', 'http://purl.obolibrary.org/obo/OMP_0007110', '<http://purl.obolibrary.org/obo/OMP_0007110>', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/ECOCORE_00000124']	['chemolithotrophic', 'chemolithotroph', 'chemolithoheterotrophic', 'chemolithoautotrophic', 'chemolithotrophy', 'chemolithoheterotroph', 'chemolithoautotroph', 'chemolithoheterotrophy', 'chemolithoautotrophy', 'Chemolithotrophic', 'Chemolithoheterotrophic', 'lithotrophic', 'lithotroph', 'chemotrophic', 'photolithotrophic', 'lithotrophy', 'chemolithotrophic', 'chemolithotrophic', 'photolithoautotrophic', 'chemolithoautotroph']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1423, 0.1539, 0.1832, 0.1855, 0.2348, 0.2381, 0.2565, 0.2838, 0.3377, 0.394, 0.411, 0.4281, 0.4442, 0.477, 0.4817, 0.5334, 0.5337, 0.5386, 0.543]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'OMP', 'OMP', 'MICRO', 'ECOCORE']
METPO:1000640	chemoorganoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0001506', 'http://purl.obolibrary.org/obo/MICRO_0000514', 'http://purl.obolibrary.org/obo/MICRO_0001479', 'http://purl.obolibrary.org/obo/MICRO_0001504', '<http://purl.jp/bio/10/mpo#MPO_04037>', 'http://purl.obolibrary.org/obo/MICRO_0000506', 'http://purl.obolibrary.org/obo/MICRO_0001480', '<http://purl.jp/bio/10/mpo#MPO_04033>', 'http://purl.obolibrary.org/obo/MICRO_0001505', 'http://purl.obolibrary.org/obo/MICRO_0000513', 'http://purl.obolibrary.org/obo/ECOCORE_00000127', '<http://purl.jp/bio/10/mpo#MPO_04038>', '<http://purl.jp/bio/10/mpo#MPO_04035>', 'http://purl.obolibrary.org/obo/OMP_0007111', '<http://purl.obolibrary.org/obo/OMP_0007111>', 'http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/ECOCORE_00000123', '<http://purl.jp/bio/10/mpo#MPO_04036>', '<http://purl.jp/bio/10/mpo#MPO_04151>']	['chemoorganoheterotrophic', 'chemoorganoheterotroph', 'chemoorganoheterotrophy', 'chemoorganotrophic', 'chemoorganotroph', 'Chemoorganoheterotrophic', 'chemoorganotrophy', 'chemoorganoautotrophic', 'Chemoorganotrophic', 'chemoorganoautotroph', 'chemoorganoautotrophy', 'chemoorganoheterotroph', 'Chemoorganoautotrophic', 'Chemoheterotrophic', 'chemoorganotrophic', 'chemoorganotrophic', 'chemotrophic', 'chemoorganoautotroph', 'Chemoautotrophic', 'Organoheterotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1103, 0.1393, 0.1464, 0.2483, 0.2597, 0.2801, 0.2827, 0.3517, 0.3536, 0.3804, 0.4172, 0.4668, 0.5029, 0.5319, 0.5319, 0.5455, 0.5486, 0.5496, 0.5766]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'ECOCORE', 'UNKNOWN', 'UNKNOWN', 'OMP', 'OMP', 'MICRO', 'ECOCORE', 'UNKNOWN', 'UNKNOWN']
METPO:1000641	chemotrophic	['http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0001494', 'http://purl.obolibrary.org/obo/MICRO_0000496', '<http://purl.jp/bio/10/mpo#MPO_04022>', 'http://purl.obolibrary.org/obo/MICRO_0001476', '<http://purl.jp/bio/10/mpo#MPO_04033>', 'http://purl.obolibrary.org/obo/MICRO_0001479', '<http://purl.jp/bio/10/mpo#MPO_04035>', '<http://purl.jp/bio/10/mpo#MPO_04034>', '<http://purl.jp/bio/10/mpo#MPO_04036>', '<http://purl.jp/bio/10/mpo#MPO_04039>', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001504', 'http://purl.obolibrary.org/obo/MICRO_0001481', 'http://purl.obolibrary.org/obo/MICRO_0000506', 'http://purl.obolibrary.org/obo/MICRO_0001499', 'http://purl.obolibrary.org/obo/MICRO_0001506', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0000514']	['chemotrophic', 'chemotroph', 'chemotrophy', 'Chemotrophic', 'chemolithotrophic', 'Chemoorganotrophic', 'chemoorganotrophic', 'Chemoheterotrophic', 'Chemolithotrophic', 'Chemoautotrophic', 'Chemolithoheterotrophic', 'chemolithoheterotrophic', 'chemoorganotroph', 'chemoorganoheterotrophic', 'chemoorganotrophy', 'chemolithotroph', 'chemoorganoheterotroph', 'chemolithoautotrophic', 'chemolithoheterotroph', 'chemoorganoheterotrophy']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2402, 0.2976, 0.3008, 0.4439, 0.4696, 0.4696, 0.4762, 0.4881, 0.4898, 0.5179, 0.5236, 0.545, 0.545, 0.5495, 0.5507, 0.5671, 0.5728, 0.5735, 0.5889]	['MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1000642	copiotrophic	['<http://purl.jp/bio/10/mpo#MPO_04024>', 'http://purl.obolibrary.org/obo/MICRO_0001475']	['Copiotrophic', 'mixotrophic']	['skos:relatedMatch', 'skos:broadMatch']	[0.3203, 0.5566]	['UNKNOWN', 'MICRO']
METPO:1000644	heterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001450', '<http://purl.jp/bio/10/mpo#MPO_04012>', 'http://purl.obolibrary.org/obo/MICRO_0000421', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001475', '<http://purl.jp/bio/10/mpo#MPO_04151>', '<http://purl.jp/bio/10/mpo#MPO_04027>', '<http://purl.jp/bio/10/mpo#MPO_04042>']	['heterotrophic', 'heterotroph', 'Heterotrophic', 'heterotrophic picoplankton', 'photolithoheterotrophic', 'mixotrophic', 'Organoheterotrophic', 'Photoheterotrophic', 'Lithoheterotrophic']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.2026, 0.3064, 0.5452, 0.5508, 0.5695, 0.5737, 0.5816, 0.5989]	['MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']
METPO:1000646	hydrogenotrophic	['http://purl.obolibrary.org/obo/MICRO_0001458', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001474']	['chemotrophic', 'chemolithoheterotrophic', 'heterotrophic']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.5603, 0.5715, 0.5802]	['MICRO', 'MICRO', 'MICRO']
METPO:1000647	lithoautotrophic	['<http://purl.jp/bio/10/mpo#MPO_04041>', 'http://purl.obolibrary.org/obo/MICRO_0001459', 'http://purl.obolibrary.org/obo/MICRO_0001483', 'http://purl.obolibrary.org/obo/MICRO_0001453', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001495', 'http://purl.obolibrary.org/obo/MICRO_0001508', 'http://purl.obolibrary.org/obo/MICRO_0001456', 'http://purl.obolibrary.org/obo/MICRO_0001500', 'http://purl.obolibrary.org/obo/MICRO_0000511', 'http://purl.obolibrary.org/obo/MICRO_0000500', '<http://purl.jp/bio/10/mpo#MPO_04032>', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001482', 'http://purl.obolibrary.org/obo/MICRO_0001478', '<http://purl.jp/bio/10/mpo#MPO_04042>', 'http://purl.obolibrary.org/obo/MICRO_0001486', 'http://purl.obolibrary.org/obo/MICRO_0001509', '<http://purl.jp/bio/10/mpo#MPO_04031>']	['Lithoautotrophic', 'lithotrophic', 'photolithoautotrophic', 'lithotrophy', 'chemolithoautotrophic', 'lithotroph', 'photolithoautotroph', 'autotrophic', 'chemolithoautotroph', 'chemolithoautotrophy', 'photolithoautotrophy', 'Photolithoautotrophic', 'chemolithotrophic', 'photolithoheterotrophic', 'photolithotrophic', 'chemolithoheterotrophic', 'Lithoheterotrophic', 'photoorganoautotrophic', 'photolithoheterotroph', 'Photolithoheterotrophic']	['skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2175, 0.2695, 0.3282, 0.3292, 0.3528, 0.3916, 0.4298, 0.4442, 0.4478, 0.4608, 0.4633, 0.4681, 0.4831, 0.4918, 0.5017, 0.5054, 0.5225, 0.5663, 0.5763, 0.5843]	['UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN']
METPO:1000648	lithoheterotrophic	['http://purl.obolibrary.org/obo/MICRO_0001459', '<http://purl.jp/bio/10/mpo#MPO_04042>', 'http://purl.obolibrary.org/obo/MICRO_0001478', 'http://purl.obolibrary.org/obo/MICRO_0001495', 'http://purl.obolibrary.org/obo/MICRO_0001453', '<http://purl.jp/bio/10/mpo#MPO_04041>', 'http://purl.obolibrary.org/obo/MICRO_0001484', 'http://purl.obolibrary.org/obo/MICRO_0001476', 'http://purl.obolibrary.org/obo/MICRO_0001503', 'http://purl.obolibrary.org/obo/MICRO_0000512', '<http://purl.jp/bio/10/mpo#MPO_04031>', 'http://purl.obolibrary.org/obo/MICRO_0001474', 'http://purl.obolibrary.org/obo/MICRO_0001477', 'http://purl.obolibrary.org/obo/MICRO_0001509', 'http://purl.obolibrary.org/obo/MICRO_0001475', '<http://purl.jp/bio/10/mpo#MPO_04039>']	['lithotrophic', 'Lithoheterotrophic', 'chemolithoheterotrophic', 'lithotroph', 'lithotrophy', 'Lithoautotrophic', 'photolithoheterotrophic', 'chemolithotrophic', 'chemolithoheterotroph', 'chemolithoheterotrophy', 'Photolithoheterotrophic', 'heterotrophic', 'chemolithoautotrophic', 'photolithoheterotroph', 'mixotrophic', 'Chemolithoheterotrophic']	['skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.1663, 0.2266, 0.3385, 0.3533, 0.3888, 0.4014, 0.4197, 0.4433, 0.4573, 0.4734, 0.4757, 0.5076, 0.5214, 0.5282, 0.5519, 0.5925]	['MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN']
