term_id	value_type	lang	note	modified	user
1534	PS	en	<p>noun</p>	2015-10-12 16:25:43	3
1534	ET	en	<p>/&prime;pros-the'kah/</p>	2015-10-12 16:26:02	3
1535	DE	en	<p>Not to be confused with S-layer. A layer of diffuse secretions which may adhere loosely to the cell surface. Slime layers mostly consist of unorganized polysaccharide lying outside the bacterial cell wall.</p>	2015-10-12 17:04:36	3
1535	PR	en	<p>/slaɪm ˈleɪ ər/</p>	2015-10-12 17:05:33	3
1535	PS	en	<p>noun</p>	2015-10-12 17:05:44	3
1521	NB	en	<p>EC number: EC 3.4.21.1</p>\n<p>CAS number: 9004-07-3</p>	2015-10-12 17:11:06	3
1522	NB	en	<p>EC number: EC 3.1.3.2</p>\n<p>CAS number: 9001-77-8</p>	2015-10-12 17:14:22	3
1513	NB	en	<p>EC number: EC 3.1.3.1</p>\n<p>CAS number: 9001-78-9</p>	2015-10-12 17:18:46	3
1529	NB	en	<p>EC number: EC 3.2.1.51</p>\n<p>CAS: 9037-65-4</p>	2015-10-12 18:15:01	3
1528	NB	en	<p>EC number: EC 3.2.1.24</p>\n<p>CAS: 9025-42-7</p>	2015-10-12 18:22:19	3
1526	NB	en	<p>EC number:&nbsp;3.2.1.20</p>\n<p>CAS: 9001-42-7</p>	2015-10-12 18:39:10	3
1525	NB	en	<p>EC number: EC 3.2.1.21<span class="header pageTitle"><br /></span></p>\n<p>CAS: 9001-22-3</p>	2015-10-12 18:47:06	3
555	NB	en	<p>EC number: <span class="header pageTitle">EC 3.2.1.23</span></p>\n<p>CAS: 9031-11-2</p>	2015-10-12 18:56:52	3
1524	NB	en	<p>EC number: EC 3.2.1.22</p>\n<p>CAS: 9025-35-8</p>	2015-10-12 19:02:02	3
1523	NB	en	<p>EC number: EC 3.9.1.1<span class="header pageTitle"><br /></span></p>\n<p>CAS: 9001-79-0</p>	2015-10-12 19:08:58	3
1536	NA	en	<p>See haemolysis.</p>	2015-10-13 15:29:13	3
1536	PR	en	<p>/hɪˈmɒlɪsɪs/</p>	2015-10-13 15:29:38	3
1537	PR	en	<p>/hɪˈmɒlɪsɪs/</p>	2015-10-13 15:30:22	3
1537	PS	en	<p>noun</p>	2015-10-13 15:30:50	3
1536	PS	en	<p>noun</p>	2015-10-13 15:31:04	3
1537	DE	en	<p>The lysis of erythrocytes. Haemolysis is often detected by growing microorganisms on agar with added erythrocytes (see blood agar). There are several types of heamolytic reactions which can occur (see &alpha;-haemolysis, &beta;-haemolysis, &gamma;-haemolysis).</p>	2015-10-13 15:32:36	3
1538	DE	en	<p>A type of haemolysis which is identifiable by the formation of a zone of opaque green around colonies of an organism when grown on blood agar. This reaction signifies partial lysis of erythrocytes.</p>	2015-10-13 15:36:08	3
1538	PS	en	<p>noun</p>	2015-10-13 15:35:01	3
1539	DE	en	<p>A type of haemolysis which is identifiable by the formation of a differentiated zone of clearing (colorless zone) around colonies of an organism when grown on blood agar. This reaction signifies total lysis of erythrocytes.</p>	2015-10-13 15:37:19	3
1539	PS	en	<p>noun</p>	2015-10-13 15:37:31	3
1540	DE	en	<p>The absence of haemolysis.</p>	2015-10-13 15:39:16	3
1540	PS	en	<p>noun</p>	2015-10-13 15:39:29	3
1541	ET	en	<p>Old English, from grēne -ing</p>	2015-10-13 15:45:42	3
1541	PR	en	<p>/ˈgri nɪŋ/</p>	2015-10-13 15:45:55	3
1541	PS	en	<p>noun</p>	2015-10-13 15:46:11	3
1541	DE	en	<p>Pertaining to a reaction observed on blood agar. The formation of a opaque green zone around colonies. synonymous to &alpha;-heamolysis.</p>	2015-10-13 15:48:00	3
1542	PS	en	<p>noun</p>	2015-10-13 15:49:21	3
1542	DE	en	<p>Any agar based growth medium containing blood.</p>	2015-10-13 15:50:12	3
1543	ET	en	<p>Greek, from sakkharon and lusis</p>	2015-10-13 16:22:12	3
1543	PR	en	<p>/ˌs&aelig;k ə roʊˈlɪt ɪk/</p>	2015-10-13 16:22:44	3
1543	PS	en	<p>adjective</p>	2015-10-13 16:23:01	3
1543	DE	en	<p>Of or causing the hydrolysis of carbohydrates.</p>	2015-10-13 16:23:25	3
1544	ET	en	<p>Greek, from khēmeia and French, from taxonomie</p>	2015-10-13 17:07:11	3
1544	PR	en	<p>/ˌki moʊ t&aelig;kˈsɒn ə mi/</p>	2015-10-13 17:08:11	3
1544	PS	en	<p>noun</p>	2015-10-13 17:08:24	3
1544	DE	en	<p>Taxonomy which is based upon comparative analysis of the biochemical composition of organisms (such as 16s RNA structure, DNA base ratio, cell wall lipid content, etc.)</p>	2015-10-13 17:08:48	3
1545	ET	en	<p>French, from taxonomie</p>	2015-10-13 17:09:39	3
1545	PR	en	<p>/t&aelig;kˈsɒn ə mi/</p>	2015-10-13 17:09:57	3
1545	PS	en	<p>noun</p>	2015-10-13 17:10:15	3
1545	DE	en	<p>The science of biological classification and the grouping of organisms based upon their similarities. Taxonomy consists of three parts: identification, classification, and nomenclature.</p>	2015-10-13 17:11:05	3
1546	PR	en	<p>/ˈspɜr min/</p>	2015-10-13 18:55:35	3
1546	PS	en	<p>noun</p>	2015-10-13 18:55:46	3
1546	DE	en	<p>A polyamine which is present in almost all prokaryotic and eukaryotic cells. [NH2(CH2)3NH(CH2)4NH(CH2)3NH2]</p>	2015-10-13 18:59:19	3
1546	NB	en	<p>CHEBI: 15746</p>\n<p>CID 1103</p>\n<p>KEGG compound: C00750<code></code><br /><br />CAS number: 71-44-3<br /><br />InChI key: PFNFFQXMRSDOHW-UHFFFAOYSA-N</p>	2015-10-13 19:06:15	3
1547	PR	en	<p>/ˈspɜr mɪˌdin/</p>	2015-10-13 19:13:06	3
1547	PS	en	<p>noun</p>	2015-10-13 19:13:17	3
1547	DE	en	<p>A polyamine which is present in almost all prokaryotic and eukaryotic cells. [H2N(CH2)4NH(CH2)3NH2]</p>	2015-10-13 19:13:34	3
1547	NB	en	<p>CHEBI: 16610</p>\n<p>CID <span class="text"><span class="primary-text">1102</span></span></p>\n<p>KEGG compound: C00315<br /><br />CAS number: 124-20-9<br /><br />InChI key: ATHGHQPFGPMSJY-UHFFFAOYSA-N</p>	2015-10-13 19:17:40	3
1548	PR	en	<p>/pjuːˈtrɛsiːn/</p>	2015-10-13 19:27:07	3
1548	PS	en	<p>noun</p>	2015-10-13 19:27:21	3
1548	DE	en	<p>A polyamine which is present in almost all prokaryotic and eukaryotic cells. [NH2(CH2)4NH2]</p>	2015-10-13 19:27:40	3
1548	NB	en	<p>CHEBI: 17148</p>\n<p>CID 1045</p>\n<p>KEGG compound: C00134<br /><br />CAS number: 110-60-1<br /><br />InChI key: KIDHWZJUCRJVML-UHFFFAOYSA-N</p>	2015-10-13 19:32:53	3
1549	NB	en	<p>CHEBI: 18127</p>\n<p>CID 273</p>\n<p>KEGG compound: C01672<code></code><br /><br />CAS number: 462-94-2<br /><br />InChI key: VHRGRCVQAFMJIZ-UHFFFAOYSA-N</p>	2015-10-13 19:50:20	3
1549	PR	en	<p>/kəˈd&aelig;v əˌrin/</p>	2015-10-13 20:03:21	3
1549	PS	en	<p>noun</p>	2015-10-13 20:03:35	3
1549	DE	en	<p>A polyamine [NH<sub>2</sub>(CH<sub>2</sub>)<sub>5</sub>NH<sub>2</sub>]</p>	2015-10-13 20:27:02	3
1550	NB	en	<p>CHEBI: 16554</p>\n<p>CID 368</p>\n<p>KEGG compound: C06366<br /><br />CAS number: 4427-76-3<br /><br />InChI key: UODZHRGDSPLRMD-UHFFFAOYSA-N</p>	2015-10-13 20:43:09	3
1551	PR	en	<p>/ˈtɛl yəˌraɪt/</p>	2015-10-14 16:01:37	3
1551	PS	en	<p>noun</p>	2015-10-14 16:01:47	3
1551	DE	en	<p>[TeO<sub>3</sub><sup>2&minus;</sup>]. An ion which is inhibitory to some bacteria. Tellurite is added to growth media to select for resistant bacteria (<em>Corynebacteria for example</em>).</p>	2015-10-14 16:04:43	3
1552	PR	en	<p>/ˈsaɪ əˌnaɪd tɛst/</p>	2015-10-14 16:05:26	3
1552	PS	en	<p>noun</p>	2015-10-14 16:05:35	3
1552	DE	en	<p>A test used to determine if an organism is able to grow in the presence of cyanide (usually KCN).</p>	2015-10-14 16:05:50	3
1553	PR	en	<p>/mɛˈ&theta;&aelig;n ə dʒən/</p>	2015-10-14 16:07:43	3
1553	PS	en	<p>noun</p>	2015-10-14 16:07:54	3
1553	DE	en	<p>Any microorganism capable of methanogenesis. All known methanogens are archaea and are generally strict anaerobes. Methanogens are common in mud and wetland habitats and in the digestive tracts of ruminants and humans. Many methanogens only growth with simple substrates such as CO2/H2, acetate, methanol, and methylamines.</p>	2015-10-14 16:08:16	3
1554	PS	en	<p>noun</p>	2015-10-14 16:09:19	3
1554	DE	en	<p>The formation of methane (<span class="chemf" style="white-space: nowrap;">CH<sub>4</sub></span>) which is carried out as an end product of an energy yielding process by certain archaea.</p>	2015-10-14 16:10:12	3
1555	PS	en	<p>noun</p>	2015-10-14 16:11:16	3
1555	DE	en	<p>Any microorganism capable of methanotrophy. That is to say, any microorganism capable of methane as a sole source of carbon and energy.</p>	2015-10-14 16:11:57	3
1556	DE	en	<p>The use of methane as a sole source of carbon and energy. Not to be confused with methylotrophy which referes to use of any one carbon compound as a sole carbon and energy source.</p>	2015-10-14 16:12:38	3
1556	PS	en	<p>noun</p>	2015-10-14 16:13:01	3
1557	PS	en	<p>noun</p>	2015-10-14 16:13:35	3
1557	DE	en	<p>Any microorganism capable of methylotrophy. That is to say, any microorganism capable of using one carbon compounds as a sole source of carbon and energy.</p>	2015-10-14 16:13:47	3
1558	PS	en	<p>noun</p>	2015-10-14 16:15:58	3
1558	DE	en	<p>The use of one carbon compounds as a sole source of carbon and energy. Not to be confused with methanotrophy which is a type of methylotrophy (see methanotrophy).</p>	2015-10-14 16:16:31	3
1559	NB	en	<p>EC number: EC 3.2.1.17</p>\n<p>CAS number: 9001-63-2</p>	2015-10-14 16:31:31	3
1560	NA	en	<p>See lysozyme</p>	2015-10-14 16:34:25	3
1559	PR	en	<p>/ˈlaɪ səˌzaɪm/</p>	2015-10-14 16:48:15	3
1559	PS	en	<p>noun</p>	2015-10-14 16:48:26	3
1559	DE	en	<p>An enzyme which hydrolyses the (1&rarr;4)-&beta;-linkages between N-acetylmuramic acid and N-acetylglucosamine in peptidoglycan. Lysozyme can therefore cause lysis of cells whose peptidoglycan is accessible to enzyme action. Lysozyme is found in the secretions of animals and in certain plants.</p>	2015-10-14 16:48:41	3
1561	PS	en	<p>noun</p>	2015-10-14 18:17:03	3
1561	DE	en	<p>Polyene pigments found in members of the Cytophagales. Flexirubin type pigments are the main pigment found in members of the genus Flexibacter.</p>	2015-10-14 18:17:18	3
1562	DE	en	<p>A bifunctional enzyme which catalyzes the first major step of the Calvin cycle (carbon fixation). RuBisCO is estimated to be the most abundant enzyme on earth.</p>	2015-10-14 18:51:51	3
1562	PS	en	<p>noun</p>	2015-10-14 18:52:09	3
1563	DE	en	<p>The full name of the enzyme RuBisCo</p>	2015-10-14 18:53:17	3
1563	NA	en	<p>See RuBisCo</p>	2015-10-14 18:53:38	3
1564	NB	en	<p>CHEBI: 15940</p>\n<p>CID 938</p>\n<p>KEGG drug: D00049<br /><br />CAS number: 59-67-6<br /><br />InChI key: PVNIIMVLHYAWGP-UHFFFAOYSA-N</p>	2015-10-14 19:09:09	3
1565	NA	en	<p>See nicotinic acid</p>	2015-10-14 19:11:12	3
1566	ET	en	<p>Latin, from fastīdiōsus</p>	2015-10-14 19:26:46	3
1566	PR	en	<p>/f&aelig;ˈstɪd i əs/</p>	2015-10-14 19:26:57	3
1566	PS	en	<p>adjective</p>	2015-10-14 19:27:07	3
1566	DE	en	<p>A broad term used to describe any organism which has complex nutritional requirements. Often used to refer to organisms which can only be cultured if complex nutrients (such as yeast extract, blood, vitamins, etc.) are added to culture media.</p>	2015-10-14 19:27:19	3
1567	PS	en	<p>adjective</p>	2015-10-14 20:11:35	3
545	PS	en	<p>noun</p>	2015-10-14 20:11:55	3
1568	DE	en	<p>Any fermentation in which there is only one major end product.</p>	2015-10-14 20:23:13	3
1568	PS	en	<p>noun</p>	2015-10-14 20:23:33	3
1569	PS	en	<p>noun</p>	2015-10-14 20:23:58	3
1569	DE	en	<p>Any fermentation in which there is more than one major end product.</p>	2015-10-14 20:24:10	3
1570	DE	en	<p>denoting a geometric isomer having a pair of identical atoms or groups attached on the same side of two atoms linked by a double bond.</p>	2015-10-14 20:25:30	3
1571	DE	en	<p>denoting a geometric isomer having a pair of identical atoms or groups on the opposite sides of two atoms linked by a double bond.</p>	2015-10-14 20:26:10	3
1572	PS	en	<p>prefix</p>	2015-10-14 20:27:16	3
1572	DE	en	<p>a prefix&nbsp; that can be used in many different situations to mean transverse, across, or beyond.</p>	2015-10-14 20:27:41	3
1572	ET	en	<p>Latin, combining form of trāns</p>	2015-10-14 20:28:40	3
1573	ET	en	<p>Latin; akin to here</p>	2015-10-14 20:29:00	3
1573	DE	en	<p>prefix</p>	2015-10-14 20:29:16	3
1573	DE	en	<p>a prefix&nbsp; that can be used in many different situations to mean on the near side of, or same side.</p>	2015-10-14 20:29:33	3
1574	NB	en	<p>ATC code: J01B</p>	2015-10-15 13:39:41	3
1575	NB	en	<p>ATC code: J01BA</p>	2015-10-15 13:44:38	3
1576	NB	en	<p>ATC codes: J01C AND J01D</p>\n<p>CHEBI:27933</p>	2015-10-15 13:49:41	3
1577	NB	en	<p>ATC codes: J01CA, J01CE, J01CF, J01CR</p>\n<p>CHEBI:17334</p>	2015-10-15 14:09:38	3
1578	NB	en	<p>ATC code: J01CG</p>	2015-10-15 14:09:22	3
1579	NB	en	<p>ATC code: J01DB</p>\n<p>CHEBI:23066</p>	2015-10-15 14:49:59	3
1580	NB	en	<p>ATC code: J01DC</p>\n<p>CHEBI:23066</p>	2015-10-15 14:22:53	3
1581	NB	en	<p>ATC code: J01DD</p>\n<p>CHEBI:23066</p>	2015-10-15 14:49:47	3
1582	NB	en	<p>ATC code: J01DE</p>\n<p>CHEBI:23066</p>	2015-10-15 14:56:07	3
1583	NB	en	<p>ATC code: J01DF</p>	2015-10-15 15:02:45	3
1584	NB	en	<p>ATC code: J01DH</p>	2015-10-15 15:04:43	3
1585	NB	en	<p>ATC code: J01DI</p>	2015-10-15 15:06:43	3
1586	NB	en	<p>ATC code: J01E</p>	2015-10-15 15:29:45	3
1587	NB	en	<p>ATC code: J01EA</p>	2015-10-15 15:35:34	3
1588	NB	en	<p>ATC codes: J01EB, J01EC, J01ED, J01EE</p>\n<p>CHEBI:87228</p>	2015-10-15 15:45:49	3
1590	NB	en	<p>ATC Code: J01EE01<br />CHEBI ID: CHEBI:3770<br />PubChem ID: CID 358641<br />CAS Number: 8064-90-2<br />KEGG Drug: D00285<br />InChI Key: WZRJTRPJURQBRM-UHFFFAOYSA-N</p>	2015-10-15 16:03:54	3
1591	NB	en	<p>ATC code: J01F</p>	2015-10-15 16:07:33	3
1592	NB	en	<p>ATC code: J01FA</p>\n<p>CHEBI:25105</p>	2015-10-15 16:10:08	3
1593	NB	en	<p>ATC code: J01FF</p>	2015-10-15 16:16:22	3
1594	NB	en	<p>ATC code: J01FG</p>	2015-10-15 16:21:07	3
1595	NB	en	<p>ATC Code: J01FG02 <br />CHEBI ID: CHEBI:8733<br />PubChem ID: CID 23724510<br />CAS Number: 126602-89-9<br />KEGG Drug: D00854<br />InChI Key: PPKJUHVNTMYXOD-HVWWIRKTSA-N</p>	2015-10-15 16:26:37	3
1596	NB	en	<p>ATC code: J01G</p>\n<p>CHEBI:22507</p>	2015-10-15 16:29:26	3
1597	NB	en	<p>ATC code: J01GA</p>	2015-10-15 16:31:13	3
1598	NB	en	<p>ATC code: J01GB</p>	2015-10-15 16:33:35	3
1599	NB	en	<p>ATC code: J01M</p>	2015-10-15 16:37:08	3
1600	NB	en	<p>ATC code: J01MA</p>\n<p>CHEBI:87211</p>	2015-10-15 16:38:31	3
1601	NB	en	<p>ATC code: J01MB</p>	2015-10-15 16:44:13	3
1602	NB	en	<p>ATC code: J01X</p>	2015-10-15 16:50:07	3
1603	NB	en	<p>ATC code: J01XA</p>	2015-10-15 16:51:17	3
1604	NB	en	<p>ATC code: J01XB</p>\n<p>CHEBI:59062</p>	2015-10-15 17:03:19	3
1605	NB	en	<p>CHEBI ID: CHEBI:8309<br />PubChem ID: CID 199402<br />CAS Number: 4135-11-9<br />InChI Key: WQVJHHACXVLGBL-GOVYWFKWSA-N</p>	2015-10-15 17:14:10	3
1606	NB	en	<p>CHEBI ID: CHEBI:59063<br />PubChem ID: CID 11982455<br />InChI Key: SGPYLFWAQBAXCZ-RUDZPDEXSA-N</p>	2015-10-15 17:16:20	3
1607	NB	en	<p>ATC code: J01XC</p>	2015-10-15 17:16:55	3
1608	NB	en	<p>ATC code: J01XD</p>	2015-10-15 17:18:28	3
1191	NC	en	<p>synonyms and ungrouped members still need to be added</p>	2015-10-15 17:19:47	3
1609	NB	en	<p>ATC code: J01XE</p>\n<p>CHEBI:87230</p>	2015-10-15 17:23:03	3
1610	NB	en	<p>ATC code: J01XX</p>	2015-10-15 17:25:27	3
1611	NA	en	<p>synonym for demeclocycline</p>	2015-10-15 18:37:31	3
1612	NA	en	<p>Trade name for chlortetracycline</p>	2015-10-15 18:41:16	3
1613	NA	en	<p>See metacycline</p>	2015-10-15 18:48:48	3
1614	NA	en	<p>Trade name for oxytetracycline</p>	2015-10-15 18:52:20	3
1615	NA	en	<p>See tetracycline</p>	2015-10-15 18:54:18	3
1616	NA	en	<p>See Chloramphenicol</p>	2015-10-15 18:59:07	3
1617	NA	en	<p>See <a title="see details from Ampicillin" href="index.php?tema=919">Ampicillin</a></p>	2015-10-15 19:10:27	3
1618	NA	en	<p>See <a title="see details from Benzylpenicillin" href="index.php?tema=921">Benzylpenicillin</a></p>	2015-10-15 19:29:50	3
1620	NA	en	<p>See <a title="see details from benzathine benzylpenicillin" href="index.php?tema=1285">benzathine benzylpenicillin</a></p>	2015-10-15 19:32:02	3
1621	NA	en	<p>See <a title="see details from benzathine phenoxymethylpenicillin" href="index.php?tema=1286">benzathine phenoxymethylpenicillin</a></p>	2015-10-15 19:33:13	3
1627	NA	en	<p>See <a title="see details from latamoxef" href="index.php?tema=1358">latamoxef</a></p>	2015-10-15 19:55:05	3
1628	NA	en	<p>See <a title="see details from sulfalene" href="index.php?tema=1419">sulfalene</a></p>	2015-10-15 20:08:17	3
1629	NA	en	<p>See <a title="see details from sulfametoxydiazine" href="index.php?tema=1421">sulfametoxydiazine</a></p>	2015-10-15 20:11:18	3
1630	NA	en	<p>abbreviation used for <a title="see details from sulfamethoxazole and trimethoprim" href="index.php?tema=1590">sulfamethoxazole and trimethoprim</a></p>	2015-10-15 20:18:45	3
1631	NA	en	<p>See <a title="see details from sulfamethoxazole and trimethoprim" href="index.php?tema=1590">sulfamethoxazole and trimethoprim</a></p>	2015-10-15 20:19:09	3
1632	NA	en	<p>See <a title="see details from midecamycin" href="index.php?tema=1225">midecamycin</a></p>	2015-10-15 20:24:01	3
1633	NA	en	<p>See <a title="see details from midecamycin" href="index.php?tema=1225">midecamycin</a></p>	2015-10-15 20:24:13	3
1634	NA	en	<p>See <a title="see details from tobramycin" href="index.php?tema=1252">tobramycin</a></p>	2015-10-15 20:43:32	3
1635	NA	en	<p>See <a title="see details from gentamicin" href="index.php?tema=1253">gentamicin</a></p>	2015-10-15 20:46:54	3
923	NA	en	<p>See <a title="see details from gentamicin" href="index.php?tema=1253">gentamicin</a></p>	2015-10-15 20:47:24	3
1636	NA	en	<p>See <a title="see details from Neomycin" href="index.php?tema=918">Neomycin</a></p>	2015-10-15 20:53:30	3
1637	NA	en	<p>See <a title="see details from ciprofloxacin" href="index.php?tema=1291">ciprofloxacin</a></p>	2015-10-15 20:57:16	3
1638	NA	en	<p>See <a title="see details from nalidixic acid" href="index.php?tema=1335">nalidixic acid</a></p>	2015-10-16 13:33:15	3
1639	NA	en	<p>See <a title="see details from vancomycin" href="index.php?tema=1348">vancomycin</a></p>	2015-10-16 13:55:05	3
1640	NA	en	<p>See <a title="see details from teicoplanin" href="index.php?tema=1351">teicoplanin</a></p>	2015-10-16 14:42:17	3
1641	NA	en	<p>See <a title="see details from fusidic acid" href="index.php?tema=1365">fusidic acid</a></p>	2015-10-16 14:43:04	3
1642	NA	en	<p>See <a title="see details from nitrofurantoin" href="index.php?tema=1371">nitrofurantoin</a></p>	2015-10-16 14:44:14	3
1644	NA	en	<p>See <a title="see details from nitrofurantoin" href="index.php?tema=1371">nitrofurantoin</a></p>	2015-10-16 14:44:25	3
1643	NA	en	<p>trade name of <a title="see details from nitrofurantoin" href="index.php?tema=1371">nitrofurantoin</a></p>	2015-10-16 14:45:09	3
1645	NA	en	<p>See <a title="see details from fosfomycin" href="index.php?tema=1374">fosfomycin</a></p>	2015-10-16 14:46:03	3
1646	DE	en	<p>CHEBI:23414</p>\n<p>CuSO<sub>4<br /></sub></p>	2015-10-16 14:48:53	3
1647	NB	en	<p>CHEBI ID: CHEBI:87184<br />Drug Bank ID: DB03808<br />PubChem ID: CID 65130<br />CAS Number: 3811-75-4<br />KEGG DRUG: D07206<br />InChI Key: OQLKNTOKMBVBKV-UHFFFAOYSA-N</p>	2015-10-16 15:18:15	3
1648	NB	en	<p>CHEBI ID: CHEBI:3020<br />CAS Number: 8001-54-5<br />KEGG DRUG: D00857</p>	2015-10-16 15:20:35	3
1649	NB	en	<p>CHEBI ID: CHEBI:87175<br />PubChem ID: CID 67413<br />CAS Number: 140-63-6<br />KEGG DRUG: D08436<br />InChI Key: WSOSYBUSMXEYDO-UHFFFAOYSA-N</p>	2015-10-16 15:31:10	3
1650	NA	en	<p>See <a title="see details from Propamidine isetionate" href="index.php?tema=1649">Propamidine isetionate</a></p>	2015-10-16 15:32:04	3
1651	PS	en	<p>adjective</p>	2015-10-16 15:56:03	3
1651	PR	en	<p>/ˈfyu zəˌfɔrm/</p>	2015-10-16 15:56:13	3
1651	ET	en	<p>Latin, from&nbsp; fūs(us)</p>	2015-10-16 15:56:26	3
1651	DE	en	<p>Spindle shaped, having tapered ends.</p>	2015-10-16 15:56:42	3
1651	NA	en	<p>A term which can be used to describe the shape of a cell, colony, or other morphological feature.</p>	2015-10-16 15:57:53	3
1652	NA	en	<p>Cell shape: see <a title="see details from coccus" href="index.php?tema=1">coccus</a>.</p>	2015-10-16 16:04:13	3
1652	ET	en	<p>Latin, from sphaera</p>	2015-10-16 16:04:42	3
606	NA	en	<p>Cell shape: see <a title="see details from filamentous" href="index.php?tema=14">filamentous</a></p>	2015-10-16 16:12:23	3
1653	DE	en	<p>a rigid spiral shaped cell. Spirillum cells are often a long rod or filament shape (length much greater than width) which is spiraled into a repeated waveform. Not to be confused with the "spirochete" morphology which is comprised of flexible spiral shapes. Not to be confused with "Spirillum" (representing the taxon).</p>	2015-10-16 16:13:53	3
1654	DE	en	<p>a flexible spiral shaped cell with periplasmic flagella. Spirochete cells are often a long rod or filament shape (length much greater than width) which is spiraled into a repeated waveform. Not to be confused with the "spirillum" morphology which is comprised of rigid spiral shapes. Not to be confused with "Spirochaete" or "Spirochete" (representing the taxon).</p>	2015-10-16 16:15:56	3
236	NA	en	<p>Cell shape: see spirillum and spirochete</p>	2015-10-16 16:17:32	3
1655	DE	en	<p>An uncommon cellular morphology. Cells which exhibit a square or cubical shape. Example Haloquadratum Walsbyi</p>	2015-10-16 16:25:45	3
1655	PR	en	<p>/skwɛər/</p>	2015-10-16 16:27:53	3
1655	PS	en	<p>noun</p>\n<p>adjective</p>	2015-10-16 16:28:18	3
1656	PR	en	<p>/ˈsɑrsənə/</p>	2015-10-16 17:32:11	3
1656	PS	en	<p>noun</p>	2015-10-16 17:32:24	3
1656	ET	en	<p>Neo-Latin, Latin:&nbsp; bundle</p>	2015-10-16 17:32:35	3
1656	DE	en	<p>Pertaining to an arrangement of cocci. Cocci arranged in a 2x2x2 cube (8 cells total). Larger arrangements are also possible (4x4x4). Not to be confused with "Sarcina" representing the taxon.</p>	2015-10-16 17:32:52	3
1658	PS	en	<p>noun</p>	2015-10-16 19:18:08	3
1658	DE	en	<p>An acid-fast stain in which a heat fixed smear is flooded with carbolfuchsin and then heated and rinsed in water. The slide is then decolorized with acid-alcohol (HCl in ethanol for example), rinsed, counterstained (with malachite green for example), rinsed and dried.</p>	2015-10-16 19:19:58	3
1660	PS	en	<p>noun</p>	2015-10-16 19:49:41	3
1660	DE	en	<p>A diazo dye used as a pH indicator which is blue below pH 3.0 and red above pH 4.5. Congo red also has a high affinity for beta-linked fibrillar polysaccharides and can therefore be used as a stain.</p>	2015-10-16 19:51:11	3
1660	PR	en	<p>/ˈkɒŋ goʊ rɛd/</p>	2015-10-16 20:07:24	3
1661	PR	en	<p>/suˈd&aelig;n bl&aelig;k/</p>	2015-10-16 20:17:42	3
1661	PS	en	<p>noun</p>	2015-10-16 20:17:57	3
1661	DE	en	<p>A diazo dye used for stainging intracellular lipids.</p>	2015-10-16 20:22:18	3
60	NA	en	<p>See twitching.</p>	2015-10-19 13:28:06	3
60	PS	en	<p>Verb</p>	2015-10-19 13:28:19	3
1662	DE	en	<p>Motility produced by the rotation of one or more flagella. See random-walk</p>	2015-10-19 13:45:12	3
1663	ET	en	<p>Old French, from desvuidier</p>	2015-10-19 13:51:11	3
1663	PR	en	<p>/dɪˈvɔɪd/</p>	2015-10-19 13:51:33	3
1663	PS	en	<p>adjective</p>	2015-10-19 13:52:20	3
1663	DE	en	<p>not possessing or destitute of.</p>	2015-10-19 13:54:36	3
1664	ET	en	<p>Late Latin, from multiplus</p>	2015-10-19 13:55:12	3
1664	PR	en	<p>/ˈmʌltəpəl/</p>	2015-10-19 13:55:27	3
1664	PS	en	<p>adjective</p>	2015-10-19 13:55:40	3
1664	DE	en	<p>indicating several or many, more than one.</p>	2015-10-19 13:55:58	3
1666	NA	en	<p>See psychrophile</p>	2015-10-19 14:15:52	3
1667	ET	en	<p>Greek,&nbsp; from hyp&eacute;r + therm&oacute;s &amp; Latin, from philus</p>	2015-10-19 14:23:22	3
1667	PR	en	<p>/ˈhaɪpərˈ&theta;ɜrməˌfaɪl/</p>	2015-10-19 14:23:41	3
1667	PS	en	<p>noun</p>	2015-10-19 14:23:56	3
1667	DE	en	<p>An extremely heat loving organism. An organism whose optimal growth temperature is between 80 to 110 degrees Celsius. Organisms in this group normally can not grow below sixty degrees Celsius.</p>	2015-10-19 14:24:10	3
1668	NA	en	<p>See hyperthermophile</p>	2015-10-19 14:25:45	3
1669	NA	en	<p>See hyperthermophile.</p>	2015-10-19 14:25:59	3
1670	PR	en	<p>(ˌstɛnəˈ&theta;ɜːməl)</p>	2015-10-19 14:26:34	3
1670	PS	en	<p>adjective</p>	2015-10-19 14:26:46	3
1670	DE	en	<p>Used to describe an organism which grows in or tolerates only a narrow temperature range. Compare to "eurythermal".</p>	2015-10-19 14:28:47	3
1671	PR	en	<p>/ˌyʊərəˈ&theta;ɜrməl/</p>	2015-10-19 14:29:20	3
1671	PS	en	<p>adjective</p>	2015-10-19 14:29:33	3
1671	DE	en	<p>Used to describe an organism which grows in or tolerates a wide range of&nbsp; temperatures. Compare to "stenothermal".</p>	2015-10-19 14:30:06	3
1672	ET	en	<p>Greek, from an, āer &amp; b&iacute;os. Latin, from respīrātiōn</p>	2015-10-19 14:52:20	3
1672	PR	en	<p>/ˌ&aelig;nəˈroʊbɪk ˌrɛspəˈreɪʃən/</p>	2015-10-19 14:52:33	3
1672	PS	en	<p>noun</p>	2015-10-19 14:52:44	3
1672	DE	en	<p>Respiration that occurs in anaerobic conditions. That is to say, respiration where the terminal electron acceptor is not oxygen.</p>	2015-10-19 14:53:10	3
