metpo_id	metpo_label	metpo_definition	definition_source_iri	source_label	source_definition	source_synonyms	source_api
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 20Â°C) while maintaining optimal growth at moderate temperatures.	http://purl.obolibrary.org/obo/MICRO_0001417	facultative psychrophile	Prokaryote specialized with respect to temperature, which grows optimally at moderate temperatures (20-45˚C), but can tolerate lower temperatures.		OLS
METPO:1000720	facultative psychrophilic	A temperature preference characterized by the ability to grow at low temperatures (typically below 20Â°C) while maintaining optimal growth at moderate temperatures.	http://purl.obolibrary.org/obo/OMP_0005007	psychrophile	A population growth phenotype where growth of a microbial population can occur at 0 C and optimal growth occurs at temperatures of 15 C or lower.		OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/ENVO_00002027	obsolete extreme high temperature habitat	A habitat characterized by an average temperature of at least 80deg C. Inhabited by hyperthermophilic organisms.		OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/MICRO_0001294	hyperthermophilic	Temperature optimum quality, where growth rates at highly elevated temperatures (>85˚C) are higher than growth rates at lower temperatures. 		OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/MICRO_0001538	hyperthermophile	Prokaryote specialized with respect to temperature, which grows optimally at elevated temperatures (>85˚C).		OLS
METPO:1000721	extreme hyperthermophilic	A temperature preference that grows optimally at temperatures above 90°C.	http://purl.obolibrary.org/obo/OMP_0005003	hyperthermophile	A population growth phenotype where optimal growth of a microbial population occurs between 85 C and 113 C.		OLS
METPO:1000731	nutrient adaptation	A trophic type that involves an organism's physiological and metabolic adaptations to specific nutrient availability.	http://purl.obolibrary.org/obo/PHIPO_0001216	nutrient phenotype	A growth phenotype which describes the change or absence of change of individuals or populations (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus.		OLS
METPO:1000800	respiration	A metabolism that is characterized by the method of performing cellular respiration, distinguished primarily by the specific terminal electron acceptor utilized for producing cellular energy.	http://purl.obolibrary.org/obo/GO_0009060	aerobic respiration	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor.		OLS
METPO:1000800	respiration	A metabolism that is characterized by the method of performing cellular respiration, distinguished primarily by the specific terminal electron acceptor utilized for producing cellular energy.	http://purl.obolibrary.org/obo/GO_0045333	cellular respiration	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration).	oxidative metabolic process|oxidative metabolism|respiration	OLS
METPO:1000801	Aerobic respiration	A respiration in which molecular oxygen serves as the terminal electron acceptor in the electron transport chain, generating ATP through oxidative phosphorylation with water as the final product.	http://purl.obolibrary.org/obo/GO_0009060	aerobic respiration	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor.		OLS
METPO:1000802	Anaerobic respiration	A respiration in which an organism uses electron acceptors other than oxygen for energy production.	http://purl.obolibrary.org/obo/GO_0009061	anaerobic respiration	The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor.		OLS
METPO:1000803	Oxidative phosphorylation	A metabolism that generates ATP through the transfer of electrons from electron donors to electron acceptors via redox reactions, coupled to the pumping of protons across a membrane to create an electrochemical gradient.	http://purl.obolibrary.org/obo/GO_0006119	oxidative phosphorylation	The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis.	respiratory-chain phosphorylation	OLS
METPO:1000804	Substrate-level phosphorylation	A metabolism in which ATP is formed directly by transfer of a phosphoryl group from a substrate to ADP.					NO_SOURCE
METPO:1000805	Electron transfer	A metabolism in which electrons are transferred from an electron donor to an electron acceptor.	http://purl.obolibrary.org/obo/GO_0009055	electron transfer activity	A molecular function representing the directed movement of electrons from one molecular entity to another, typically mediated by electron carriers or acceptors, resulting in the transfer of energy and/or the reduction-oxidation (redox) transformation of chemical species. This activity is fundamental to various biological processes, including cellular respiration and photosynthesis, as well as numerous enzymatic reactions involved in metabolic pathways.	electron acceptor activity|electron carrier|electron donor activity|electron transporter activity	OLS
METPO:1000806	Disproportionation	A metabolism in which a single substrate simultaneously undergoes both oxidation and reduction reactions, with part of the substrate serving as the electron donor and another part serving as the electron acceptor.					NO_SOURCE
METPO:1000844	Methanogenesis	A metabolism in which methane is produced as the primary end product through the reduction of carbon-containing compounds, formate, methanol, or acetate, exclusively performed by methanogenic archaea under strictly anaerobic conditions.	http://purl.obolibrary.org/obo/GO_0015948	methanogenesis	The chemical reactions and pathways resulting in the formation of methane, a colorless, odorless, flammable gas with the formula CH4. It is the simplest of the alkanes.	methane biosynthesis|methane biosynthetic process	OLS
METPO:1000845	Acetogenesis	A metabolism that produces acetate as the primary end product through the reduction of carbon dioxide or other carbon compounds using the Wood-Ljungdahl pathway, typically performed by acetogenic bacteria under anaerobic conditions.					NO_SOURCE
METPO:1000846	Homoacetogenesis	A metabolism in which acetate is produced as the sole reduced end product from reduction of CO2 via the acetyl-CoA pathway.					NO_SOURCE
METPO:1000870	sporulation	A phenotype that is relating to an organism's ability to form dormant, stress-resistant endospores.	http://purl.obolibrary.org/obo/GO_0043934	sporulation	The process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. A spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.		OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	http://purl.obolibrary.org/obo/GO_0034301	endospore formation	The process in which a cell gives rise to an endospore, a dormant, highly resistant spore with a thick wall that forms within the mother cell. Endospores are produced by some low G+C Gram-positive bacteria in response to harsh conditions.		OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0000017	presence of endospore formation	An endospore formation phenotype where the cell possesses the ability to form an endospore.		OLS
METPO:1000871	spore forming	A sporulation in which an organism has the ability to produce endospores.	https://purl.dsmz.de/schema/SporeFormation	Spore Formation	The ability of certain microorganisms to form spores, a resistant structure that allows survival in adverse conditions. Spore formation is a significant trait for microbial classification and survival strategies.		BioPortal-D3O
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0000018	absence of endospore formation	An endospore formation phenotype where the cell does not possess the ability to form an endospore.		OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007232	absence of an exosporium	An exosporium phenotype where the mature endospore lacks an exosporium.		OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007236	absence of asexual sporulation	An asexual sporulation phenotype where an organism lacks the ability to multiple by the formation of mitotic spores.		OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/OMP_0007434	absence of sexual sporulation	A sexual sporulation phenotype where an organism is not able to produce sexual spores.		OLS
METPO:1000872	non-spore forming	A sporulation in which an organism lacks the ability to produce endospores.	http://purl.obolibrary.org/obo/UPHENO_0083394	absent sporulation	Lack of sporulation.		OLS
METPO:1000881	cell length	A phenotype that inheres in a cell by virtue of its longer dimension when viewed on a plane.	http://purl.obolibrary.org/obo/OBA_2040145	cell length	The length of a cell.	length of cell	OLS
METPO:1000882	cell width	A phenotype that inheres in a cell by virtue of its shorter dimension when viewed on a plane.	http://purl.obolibrary.org/obo/OBA_2040146	cell width	The width of a cell.	width of cell	OLS
METPO:1000883	cell length very small						NO_SOURCE
METPO:1000884	cell length small						NO_SOURCE
METPO:1000885	cell length medium						NO_SOURCE
METPO:1000886	cell length large						NO_SOURCE
METPO:1000887	cell width very small						NO_SOURCE
METPO:1000888	cell width small						NO_SOURCE
METPO:1000889	cell width medium						NO_SOURCE
METPO:1000890	cell width large						NO_SOURCE
METPO:1001000	observation						NO_SOURCE
METPO:1001001	optimum temperature observation	An observation that identifies the temperature at which a microorganism exhibits maximum growth rate or metabolic activity.	http://purl.obolibrary.org/obo/PATO_0000146	temperature	A physical quality of the thermal energy of a system.		OLS
METPO:1001002	growth temperature observation						NO_SOURCE
METPO:1001003	temperature range observation						NO_SOURCE
METPO:1001004	temperature delta observation						NO_SOURCE
METPO:1001007	growth NaCl observation						NO_SOURCE
METPO:1001008	NaCl delta observation						NO_SOURCE
METPO:1001009	NaCl range observation						NO_SOURCE
METPO:1001010	optimum NaCl observation						NO_SOURCE
METPO:1001012	growth pH observation						NO_SOURCE
METPO:1001013	optimum pH observation						NO_SOURCE
METPO:1001014	pH delta observation						NO_SOURCE
METPO:1001015	pH range observation						NO_SOURCE
METPO:1001016	optimum oxygen observation						NO_SOURCE
METPO:1001017	growth oxygen observation						NO_SOURCE
METPO:1001018	oxygen range observation						NO_SOURCE
METPO:1001019	oxygen delta observation						NO_SOURCE
METPO:1001020	oxygen observation						NO_SOURCE
METPO:1001021	temperature observation						NO_SOURCE
METPO:1001022	NaCl observation						NO_SOURCE
METPO:1001023	pH observation						NO_SOURCE
METPO:1001101	biosafety level	A quality that categorizes biological agents according to their hazard level and required containment measures.					NO_SOURCE
METPO:1001102	biosafety level 1	A biosafety level that pose minimal potential hazard to laboratory workers and the environment, requiring only standard microbiological practices.					NO_SOURCE
METPO:1001103	biosafety level 2	A biosafety level that pose moderate risk and are associated with human diseases present in the community.					NO_SOURCE
METPO:1001104	biosafety level 3	A biosafety level that can cause serious or potentially lethal disease through inhalation or other routes, requiring specialized containment facilities with controlled access, directional airflow, and strict safety protocols.					NO_SOURCE
METPO:1001105	biosafety level 4	A biosafety level that pose extreme risk of life-threatening disease through aerosol transmission with no available treatment.					NO_SOURCE
METPO:1001106	biosafety level 5	A biosafety level that is proposed as a classification beyond BSL-4 for hypothetical biological agents requiring enhanced containment.					NO_SOURCE
METPO:1002003	Cable bacteria metabolism	A metabolism in which electrons are transferred over centimeter-scale distances through multicellular filaments.					NO_SOURCE
METPO:1002005	Fermentation	A respiration that generates energy through the oxidation of organic compounds without using an external electron acceptor, using organic molecules as both electron donors and final electron acceptors.	http://purl.obolibrary.org/obo/GO_0006113	fermentation	The metabolic process that uses oxidation-reduction reactions of organic compounds and substrate-level phosphorylation for the generation of adenosine triphosphate (ATP), without consuming oxygen and is independent of electron transport chains.		OLS
METPO:1002006	Syntrophy	A metabolism in which the metabolism of one species is thermodynamically dependent on the removal of its products by another species.					NO_SOURCE
METPO:1003000	pH growth preference	A phenotype that describes how the rate and extent of population growth are affected by environmental pH.	http://purl.obolibrary.org/obo/OMP_0005008	pH effects on population growth phenotype	A population growth phenotype relating to how the rate and/or extent of growth of a microbial population is affected by the pH of the environment.		OLS
METPO:1003001	neutrophilic	A pH growth preference characterized by optimal growth at near-neutral pH values, typically between pH 6.5 and 7.5.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 5.5 and 8.0.		OLS
METPO:1003001	neutrophilic	A pH growth preference characterized by optimal growth at near-neutral pH values, typically between pH 6.5 and 7.5.	http://purl.obolibrary.org/obo/PATO_0070046	neutrophillic	An affinity inhering in an anatomical structure by virtue of the bearer exhibiting a molecular interaction that stains and colors, pale-pink, with Wright-Giemsa stain.		OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/ENVO_00002022	obsolete alkaline habitat	A habitat in which the pH is >pH9. Inhabited by alkaliphilic organisms.		OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/MICRO_0001549	acidophilic pH optimum	pH optimum quality, where growth rates at moderately acidic pH values (pH 4-6) are higher than growth rates at other pH values. 		OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 0 and 5.5.		OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 5.5 and 8.0.		OLS
METPO:1003002	alkaphilic	A pH growth preference in which an organism grows optimally at pH values above 9.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 8.0 to 11.5.		OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/MICRO_0001549	acidophilic pH optimum	pH optimum quality, where growth rates at moderately acidic pH values (pH 4-6) are higher than growth rates at other pH values. 		OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 0 and 5.5.		OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 5.5 and 8.0.		OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 8.0 to 11.5.		OLS
METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	http://purl.obolibrary.org/obo/OMP_0007945	presence of population growth at acidic pH	A population growth phenotype where a microbial population is able to grow and reproduce at acidic pH (pH< 7).		OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) for growth and cannot grow at neutral or acidic pH.	http://purl.obolibrary.org/obo/ENVO_00002022	obsolete alkaline habitat	A habitat in which the pH is >pH9. Inhabited by alkaliphilic organisms.		OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) for growth and cannot grow at neutral or acidic pH.	http://purl.obolibrary.org/obo/MICRO_0001565	obligately alkaliphilic	Acialkaliphilic, can only grow between pH 8-10.		OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) for growth and cannot grow at neutral or acidic pH.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 8.0 to 11.5.		OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) for growth and cannot grow at neutral or acidic pH.	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003004	obligately alkaphilic	A pH growth preference in which an organism requires alkaline conditions (typically pH above 8.5) for growth and cannot grow at neutral or acidic pH.	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/MICRO_0001558	facultative alkaliphile	Prokaryote specialized with respect to pH, which grows optimally at circumneutral pH values (pH 6-8), but can tolerate higher pH values.		OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 0 and 5.5.		OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 8.0 to 11.5.		OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003005	facultatively alkaphilic	A pH growth preference in which an organism can grow at alkaline pH but does not require it.	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003006	obligately acidophilic	A pH growth preference characterized by the requirement for acidic environments (pH below 5.5) for growth, with inability to grow at neutral or alkaline pH values.	http://purl.obolibrary.org/obo/MICRO_0001566	obligately acidophilic	Acidophilic, can only grow between pH 4-6.		OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with the capacity to also grow at near-neutral pH values.	http://purl.obolibrary.org/obo/MICRO_0001557	facultative acidophile	Prokaryote specialized with respect to pH, which grows optimally at circumneutral pH values (pH 6-8), but can tolerate lower pH values.		OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with the capacity to also grow at near-neutral pH values.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 0 and 5.5.		OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with the capacity to also grow at near-neutral pH values.	http://purl.obolibrary.org/obo/OMP_0005010	neutrophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 5.5 and 8.0.		OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with the capacity to also grow at near-neutral pH values.	http://purl.obolibrary.org/obo/OMP_0007009	increased population growth at acidic pH	An altered population growth phenotype where rate and/or extent of growth of a microbial population at acidic pH (< pH 7) is increased relative to a designated control.		OLS
METPO:1003007	facultatively acidophilic	A pH growth preference characterized by optimal growth in acidic environments (pH below 5.5) with the capacity to also grow at near-neutral pH values.	http://purl.obolibrary.org/obo/OMP_0007945	presence of population growth at acidic pH	A population growth phenotype where a microbial population is able to grow and reproduce at acidic pH (pH< 7).		OLS
METPO:1003008	acidotolerant	A pH growth preference characterized by the ability to tolerate acidic environments (typically pH below 5.5) while maintaining optimal growth near neutral pH.	http://purl.obolibrary.org/obo/MICRO_0001555	acidotolerant	pH optimum quality, where growth rates at circumneutral pH values (pH 6-8) are higher than growth rates at other temperatures, but will tolerate lower pH values.		OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral pH.	http://purl.obolibrary.org/obo/OMP_0005009	acidophile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 0 and 5.5.		OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral pH.	http://purl.obolibrary.org/obo/OMP_0005011	alkaliphile	A population growth phenotype that applies to microorganisms whose optimal growth occurs between pH 8.0 to 11.5.		OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral pH.	http://purl.obolibrary.org/obo/OMP_0007011	increased population growth at alkaline pH	An altered population growth phenotype where rate and/or extent of growth of a microbial population at alkaline pH (> pH 7) is increased relative to a designated control.		OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral pH.	http://purl.obolibrary.org/obo/OMP_0007771	presence of population growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003009	alkalotolerant	A pH growth preference in which an organism can tolerate alkaline pH but grows optimally at neutral pH.	http://purl.obolibrary.org/obo/OMP_0007947	presence of growth at alkaline pH	A population growth phenotype where a microbial population is able to grow and reproduce at alkaline pH (pH>7).		OLS
METPO:1003021	pigmentation	A phenotype characterized by the color of pigments produced by a microorganism.	http://purl.obolibrary.org/obo/GO_0043473	pigmentation	The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells.		OLS
METPO:1003022	black pigmented						NO_SOURCE
METPO:1003023	brown pigmented						NO_SOURCE
METPO:1003024	cream pigmented						NO_SOURCE
METPO:1003025	green pigmented						NO_SOURCE
METPO:1003026	orange pigmented						NO_SOURCE
METPO:1003027	pink pigmented						NO_SOURCE
METPO:1003028	red pigmented						NO_SOURCE
METPO:1003029	white pigmented						NO_SOURCE
METPO:1003030	yellow pigmented						NO_SOURCE
METPO:1003031	carotenoid pigmentation						NO_SOURCE
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/OMP_0000068	virulence phenotype	A microbe-host interaction phenotype related to the ability of a microbe to cause disease in another organism (the host).	infectious agent|pathogen	OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/OMP_0007284	presence of virulence	A virulence phenotype where a microbe possesses the ability to cause disease in another organism (the host).		OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/PHIPO_0000332	pathogen colonization of host phenotype	A pathogen host interaction phenotype which affects the pathogen colonization of the body, tissues, or cells of the host organism.		OLS
METPO:1004000	pathogenic to host	A phenotype where a microbe is a pathogen of of some host organism.	http://purl.obolibrary.org/obo/PHIPO_0001173	pathogen modulation of host process phenotype	A pathogen host interaction phenotype, in which a pathogen effects a change in the structure or processes of its host organism (GO:0044003).		OLS
METPO:1004002	animal pathogen	A pathogen that infects organisms in the kingdom Metazoa.					NO_SOURCE
METPO:1004003	plant pathogen	A pathogen that infects organisms in the kingdom Viridiplantae.					NO_SOURCE
METPO:1004004	human pathogen	A pathogen that infects organisms of the species Homo sapiens.					NO_SOURCE
