?entity	?entityType	?synonymPred	?synValue	?lang	?synType	?xref	?src	?prov
<https://w3id.org/metpo/1000701>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Morphology.cell morphology.motility"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000701>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"motility"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000702>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"motile"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000702>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"yes"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000702>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"yes"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000703>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"no"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000703>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"no"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000703>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"non-motile"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000704>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"flagella"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000705>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"axial filament"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000706>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gliding"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000720>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"facultative psychrophile"	""				
<https://w3id.org/metpo/1000720>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"facultative psychrophilic"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000721>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"extreme hyperthermophile"	""				
<https://w3id.org/metpo/1000721>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"extremely hyperthermophilic"	""				
<https://w3id.org/metpo/1000800>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pathways"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000801>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Oxic respiration"	""				
<https://w3id.org/metpo/1000801>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Oxygen respiration"	""				
<https://w3id.org/metpo/1000802>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Anoxic respiration"	""				
<https://w3id.org/metpo/1000802>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Dissimilatory respiration (non-O₂)"	""				
<https://w3id.org/metpo/1000844>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Biological methanation"	""				
<https://w3id.org/metpo/1000844>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Biomethanation"	""				
<https://w3id.org/metpo/1000844>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Carbonate respiration"	""				
<https://w3id.org/metpo/1000844>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"methanogenesis"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000845>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Acetate fermentation"	""				
<https://w3id.org/metpo/1000845>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"acetogenesis"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000846>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Reductive acetyl-CoA pathway"	""				
<https://w3id.org/metpo/1000846>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Wood-Ljungdahl pathway"	""				
<https://w3id.org/metpo/1000870>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"General.keywords"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000870>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Physiology and metabolism.spore formation.spore formation"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000870>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sporulation"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000871>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spore"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000871>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"yes"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000871>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"yes"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000872>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"no"	""			<https://bacdive.dsmz.de/>	
<https://w3id.org/metpo/1000872>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"no"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1000872>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"no_spore"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000883>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"L_<=1.3"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000884>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" L_1.3_2"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000885>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"L_2_3"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000886>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"L_>3"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000887>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"W_<=0.5"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000888>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	" W_0.5_0.65"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000889>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"W_0.65_0.9"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000890>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"W_>0.9"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1002005>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"fermentation"	""			<https://github.com/jmadin/bacteria_archaea_traits>	
<https://w3id.org/metpo/1003022>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_black"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003023>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_brown"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003024>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_cream"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003025>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_green"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003026>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_orange"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003027>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_pink"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003028>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_red"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003029>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_white"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003030>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_yellow"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1003031>	"class"	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Pigment_carotenoid"	""			<https://ordar.otelo.univ-lorraine.fr/files/ORDAR-53/BactoTraits_databaseV2_Jun2022.csv>	
<https://w3id.org/metpo/1000059>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"phenotype"	""				
<https://w3id.org/metpo/1000060>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"metabolism"	""				
<https://w3id.org/metpo/1000127>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"GC content"	""				
<https://w3id.org/metpo/1000186>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"material entity"	""				
<https://w3id.org/metpo/1000188>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"quality"	""				
<https://w3id.org/metpo/1000232>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta"	""				
<https://w3id.org/metpo/1000233>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum (growth range)"	""				
<https://w3id.org/metpo/1000235>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range (growth tolerance)"	""				
<https://w3id.org/metpo/1000236>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH tolerance"	""				
<https://w3id.org/metpo/1000303>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta"	""				
<https://w3id.org/metpo/1000304>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum (growth range)"	""				
<https://w3id.org/metpo/1000306>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range (growth tolerance)"	""				
<https://w3id.org/metpo/1000329>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum (metabolic activity)"	""				
<https://w3id.org/metpo/1000330>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range (metabolic viability)"	""				
<https://w3id.org/metpo/1000331>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum (metabolic efficiency)"	""				
<https://w3id.org/metpo/1000332>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range (cellular homeostasis)"	""				
<https://w3id.org/metpo/1000333>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl optimum"	""				
<https://w3id.org/metpo/1000334>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range"	""				
<https://w3id.org/metpo/1000335>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta"	""				
<https://w3id.org/metpo/1000429>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"GC low"	""				
<https://w3id.org/metpo/1000430>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"GC mid1"	""				
<https://w3id.org/metpo/1000431>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"GC mid2"	""				
<https://w3id.org/metpo/1000432>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"GC high"	""				
<https://w3id.org/metpo/1000441>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum very low"	""				
<https://w3id.org/metpo/1000442>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum low"	""				
<https://w3id.org/metpo/1000443>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum mid1"	""				
<https://w3id.org/metpo/1000444>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum mid2"	""				
<https://w3id.org/metpo/1000445>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum mid3"	""				
<https://w3id.org/metpo/1000446>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum mid4"	""				
<https://w3id.org/metpo/1000447>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature optimum high"	""				
<https://w3id.org/metpo/1000448>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range very low"	""				
<https://w3id.org/metpo/1000449>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range low"	""				
<https://w3id.org/metpo/1000450>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range mid1"	""				
<https://w3id.org/metpo/1000451>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range mid2"	""				
<https://w3id.org/metpo/1000452>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range mid3"	""				
<https://w3id.org/metpo/1000453>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range mid4"	""				
<https://w3id.org/metpo/1000454>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature range high"	""				
<https://w3id.org/metpo/1000455>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum low"	""				
<https://w3id.org/metpo/1000456>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum mid1"	""				
<https://w3id.org/metpo/1000457>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum mid2"	""				
<https://w3id.org/metpo/1000458>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH optimum high"	""				
<https://w3id.org/metpo/1000459>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range very low"	""				
<https://w3id.org/metpo/1000460>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range low"	""				
<https://w3id.org/metpo/1000461>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range mid1"	""				
<https://w3id.org/metpo/1000462>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range mid2"	""				
<https://w3id.org/metpo/1000463>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range mid3"	""				
<https://w3id.org/metpo/1000464>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH range high"	""				
<https://w3id.org/metpo/1000465>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl optimum low"	""				
<https://w3id.org/metpo/1000466>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl optimum mid1"	""				
<https://w3id.org/metpo/1000467>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl optimum mid2"	""				
<https://w3id.org/metpo/1000468>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl optimum high"	""				
<https://w3id.org/metpo/1000469>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range low"	""				
<https://w3id.org/metpo/1000470>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range mid1"	""				
<https://w3id.org/metpo/1000471>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range mid2"	""				
<https://w3id.org/metpo/1000472>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl range high"	""				
<https://w3id.org/metpo/1000473>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta very low"	""				
<https://w3id.org/metpo/1000474>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta low"	""				
<https://w3id.org/metpo/1000475>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta mid1"	""				
<https://w3id.org/metpo/1000476>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta mid2"	""				
<https://w3id.org/metpo/1000477>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta mid3"	""				
<https://w3id.org/metpo/1000478>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH delta high"	""				
<https://w3id.org/metpo/1000479>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta low"	""				
<https://w3id.org/metpo/1000480>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta mid1"	""				
<https://w3id.org/metpo/1000481>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta mid2"	""				
<https://w3id.org/metpo/1000482>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"NaCl delta high"	""				
<https://w3id.org/metpo/1000483>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta very low"	""				
<https://w3id.org/metpo/1000484>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta low"	""				
<https://w3id.org/metpo/1000485>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta mid1"	""				
<https://w3id.org/metpo/1000486>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta mid2"	""				
<https://w3id.org/metpo/1000487>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature delta high"	""				
<https://w3id.org/metpo/1000511>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"pH adaptation"	""				
<https://w3id.org/metpo/1000525>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"microbe"	""				
<https://w3id.org/metpo/1000526>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical entity"	""				
<https://w3id.org/metpo/1000601>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen preference"	""				
<https://w3id.org/metpo/1000602>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"aerobic"	""				
<https://w3id.org/metpo/1000603>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"anaerobic"	""				
<https://w3id.org/metpo/1000604>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"microaerophilic"	""				
<https://w3id.org/metpo/1000605>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultatively anaerobic"	""				
<https://w3id.org/metpo/1000606>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"obligately aerobic"	""				
<https://w3id.org/metpo/1000607>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"obligately anaerobic"	""				
<https://w3id.org/metpo/1000608>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultatively aerobic"	""				
<https://w3id.org/metpo/1000609>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"aerotolerant"	""				
<https://w3id.org/metpo/1000610>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"microaerotolerant"	""				
<https://w3id.org/metpo/1000611>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"strictly anaerobic"	""				
<https://w3id.org/metpo/1000612>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"facultative oxygen preference"	""				
<https://w3id.org/metpo/1000613>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature preference"	""				
<https://w3id.org/metpo/1000614>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"psychrophilic"	""				
<https://w3id.org/metpo/1000615>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"mesophilic"	""				
<https://w3id.org/metpo/1000616>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"thermophilic"	""				
<https://w3id.org/metpo/1000617>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"hyperthermophilic"	""				
<https://w3id.org/metpo/1000618>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"psychrotolerant"	""				
<https://w3id.org/metpo/1000619>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"thermotolerant"	""				
<https://w3id.org/metpo/1000620>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"halophilic"	""				
<https://w3id.org/metpo/1000621>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"haloalkaliphilic"	""				
<https://w3id.org/metpo/1000622>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"halotolerant"	""				
<https://w3id.org/metpo/1000623>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"moderately halophilic"	""				
<https://w3id.org/metpo/1000624>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"non halophilic"	""				
<https://w3id.org/metpo/1000625>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"slightly halophilic"	""				
<https://w3id.org/metpo/1000626>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"stenohaline"	""				
<https://w3id.org/metpo/1000627>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"euryhaline"	""				
<https://w3id.org/metpo/1000628>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"extremely halophilic"	""				
<https://w3id.org/metpo/1000629>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"halophily preference"	""				
<https://w3id.org/metpo/1000630>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"biological process"	""				
<https://w3id.org/metpo/1000631>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"trophic type"	""				
<https://w3id.org/metpo/1000632>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"autotrophic"	""				
<https://w3id.org/metpo/1000633>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"carboxydotrophic"	""				
<https://w3id.org/metpo/1000634>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemoautolithotrophic"	""				
<https://w3id.org/metpo/1000635>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemoautotrophic"	""				
<https://w3id.org/metpo/1000636>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemoheterotrophic"	""				
<https://w3id.org/metpo/1000637>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemolithoautotrophic"	""				
<https://w3id.org/metpo/1000638>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemolithoheterotrophic"	""				
<https://w3id.org/metpo/1000639>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemolithotrophic"	""				
<https://w3id.org/metpo/1000640>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemoorganoheterotrophic"	""				
<https://w3id.org/metpo/1000641>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemotrophic"	""				
<https://w3id.org/metpo/1000642>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"copiotrophic"	""				
<https://w3id.org/metpo/1000644>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"heterotrophic"	""				
<https://w3id.org/metpo/1000646>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"hydrogenotrophic"	""				
<https://w3id.org/metpo/1000647>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"lithoautotrophic"	""				
<https://w3id.org/metpo/1000648>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"lithoheterotrophic"	""				
<https://w3id.org/metpo/1000649>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"lithotrophic"	""				
<https://w3id.org/metpo/1000650>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"methanotrophic"	""				
<https://w3id.org/metpo/1000651>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"methylotrophic"	""				
<https://w3id.org/metpo/1000652>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"mixotrophic"	""				
<https://w3id.org/metpo/1000654>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"oligotrophic"	""				
<https://w3id.org/metpo/1000655>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"organotrophic"	""				
<https://w3id.org/metpo/1000656>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"photoautotrophic"	""				
<https://w3id.org/metpo/1000657>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"photoheterotrophic"	""				
<https://w3id.org/metpo/1000658>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"photolithotrophic"	""				
<https://w3id.org/metpo/1000659>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"photoorganoheterotrophic"	""				
<https://w3id.org/metpo/1000660>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"phototrophic"	""				
<https://w3id.org/metpo/1000663>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"chemoorganotrophic"	""				
<https://w3id.org/metpo/1000664>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"organoheterotrophic"	""				
<https://w3id.org/metpo/1000665>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"photolithoautotrophic"	""				
<https://w3id.org/metpo/1000666>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"cell shape"	""				
<https://w3id.org/metpo/1000667>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"bacillus shaped"	""				
<https://w3id.org/metpo/1000668>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"coccus shaped"	""				
<https://w3id.org/metpo/1000669>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"crescent shaped"	""				
<https://w3id.org/metpo/1000670>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"curved shaped"	""				
<https://w3id.org/metpo/1000671>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"diplococcus shaped"	""				
<https://w3id.org/metpo/1000672>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"dumbbell shaped"	""				
<https://w3id.org/metpo/1000673>	"class"	<http://www.w3.org/2000/01/rdf-schema#label>	"ellipsoidal"	""				
