# curie_map:
#   METPO: http://purl.obolibrary.org/obo/METPO_
#   metatraits: https://metatraits.embl.de/traits#
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_id: metatraits-metpo-2026-02-03
# mapping_date: 2026-02-03
# mapping_tool: metpo/scripts/create_metatraits_mappings.py
# mapping_provider: https://github.com/berkeleybop/metpo
# license: https://creativecommons.org/publicdomain/zero/1.0/
# comment: Mappings between MetaTraits trait cards and METPO terms (from OWL ontology)
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	comment
metatraits:utilizes-2-oxogluconate	utilizes: 2-oxogluconate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-oxoglutarate	utilizes: 2-oxoglutarate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-2-oxopentanoate	utilizes: 2-oxopentanoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-3-hydroxybenzoate	utilizes: 3-hydroxybenzoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-aminobenzoate	utilizes: 4-aminobenzoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-hydroxy-l-proline	utilizes: 4-hydroxy-L-proline	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-hydroxybenzoate	utilizes: 4-hydroxybenzoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-hydroxybutyrate	utilizes: 4-hydroxybutyrate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-nitrophenyl-beta-d-galactopyranoside	utilizes: 4-nitrophenyl beta-D-galactopyranoside	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-nitrophenyl-beta-d-galactopyranoside-hydrolysate	utilizes: 4-nitrophenyl beta-D-galactopyranoside hydrolysate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-4-oxopentanoate	utilizes: 4-oxopentanoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-5-dehydro-d-gluconate	utilizes: 5-dehydro-D-gluconate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-5-oxoproline	utilizes: 5-oxoproline	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-acetamide	utilizes: acetamide	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-acetate	utilizes: acetate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-acetoin	utilizes: acetoin	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-adenine	utilizes: adenine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-adipate	utilizes: adipate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-alanine	utilizes: alanine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-arabinose	utilizes: arabinose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-arbutin	utilizes: arbutin	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-arginine	utilizes: arginine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-bromosuccinate	utilizes: bromosuccinate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-butyrate	utilizes: butyrate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-casein	utilizes: casein	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-cellobiose	utilizes: cellobiose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-cellulose	utilizes: cellulose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-cephalexin	utilizes: cephalexin	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-cis-aconitate	utilizes: cis-aconitate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-citrate	utilizes: citrate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-arabitol	utilizes: D-arabitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-galactose	utilizes: (+)-D-galactose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-glucosamine	utilizes: (+)-D-glucosamine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-glucose	utilizes: D-glucose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-mannitol	utilizes: D-mannitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-mannose	utilizes: (+)-D-mannose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-sorbitol	utilizes: D-sorbitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-d-xylose	utilizes: (+)-D-xylose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-decanoate	utilizes: decanoate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-dihydroxyacetone	utilizes: dihydroxyacetone	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-elemental-sulfur	utilizes: elemental sulfur	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-esculin	utilizes: esculin	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-ferric-citrate	utilizes: ferric citrate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-fructose	utilizes: fructose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-galactarate	utilizes: galactarate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-galactitol	utilizes: galactitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-gelatin	utilizes: gelatin	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-glucose	utilizes: glucose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-glycine	utilizes: glycine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-hydrogen-sulfide	utilizes: hydrogen sulfide	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-indole	utilizes: indole	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-aspartate	utilizes: (+)-L-aspartate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-glutamate	utilizes: (+)-L-glutamate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-lyxitol	utilizes: (+)-L-lyxitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-ornithine	utilizes: (+)-L-ornithine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-phenylalanine	utilizes: L-phenylalanine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-l-rhamnose	utilizes: (+)-L-rhamnose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-lactose	utilizes: lactose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-leucine	utilizes: leucine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-lysine	utilizes: lysine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-mannitol	utilizes: mannitol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-mannose	utilizes: mannose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-methionine	utilizes: methionine	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-methyl-pyruvate	utilizes: methyl pyruvate	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-milk	utilizes: milk	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-myo-inositol	utilizes: myo-inositol	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-proline	utilizes: proline	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-raffinose	utilizes: raffinose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-rhamnose	utilizes: rhamnose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-sucrose	utilizes: sucrose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
metatraits:utilizes-xylose	utilizes: xylose	skos:relatedMatch	METPO:1000060	metabolism	semapv:MappingChaining	0.85	Both reference GO:0008152
